"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_WIFIROUTER_K_LOSS","The kobold's spear pierced through the router's plastic casing, pinning your hand to the device. You were left defenseless as the pack surrounded you, your technology a liability in the wild.","コボルドの槍がルーターのプラスチック製の筐体を貫き、あなたの手をデバイスごと地面に縫い付けた。群れに包囲される中、あなたは身動きが取れなくなり、文明の利器は皮肉にもあなたの命取りとなった。","狗头人的长矛刺穿了路由器的塑料外壳，将你的手连同设备一起钉在了地上。在被族群包围的过程中，你变得动弹不得，文明的利器讽刺地成了你的致命伤。","Копье кобольда пробило пластиковый корпус роутера, пригвоздив вашу руку к устройству. Вы остались беззащитны, когда стая окружила вас; ваши технологии стали обузой в дикой природе.","La lanza del kobold atravesó la carcasa de plástico del router, clavando tu mano al dispositivo. Te quedaste indefenso mientras la manada te rodeaba, tu tecnología resultó ser una carga en la naturaleza.","A lança do kobold perfurou a carcaça de plástico do roteador, prendendo sua mão ao dispositivo. Você ficou indefeso enquanto o bando o cercava, sua tecnologia tornou-se um fardo na natureza.","Der Speer des Kobolds durchbohrte das Kunststoffgehäuse des Routers und nagelte deine Hand an das Gerät. Du warst wehrlos, als das Rudel dich umzingelte; deine Technologie wurde in der Wildnis zum Verhängnis.","코볼트의 창이 라우터의 플라스틱 케이스를 뚫고 당신의 손을 기기 채로 땅에 박아버렸습니다. 무리에게 포위된 가운데 당신은 움직일 수 없게 되었고, 문명의 이기는 아이러니하게도 당신의 목숨을 앗아갔습니다."
"MSG_C_WIFIROUTER_L_LOSS","The lizard mistook the router for a metallic insect and swallowed it whole, before spitting out a ball of fire that incinerated you.","リザードがルーターを金属の昆虫だと勘違いして丸呑みにしたが、直後に吐き出された火炎球によってあなたは焼き尽くされた。","蜥蜴误以为路由器是金属昆虫而将其吞入，但紧接着吐出的火炎球将你烧毁了。","Ящерица приняла роутер за металлическое насекомое и проглотила его целиком, после чего выплюнула огненный шар, который испепелил вас.","El lagarto confundió el router con un insecto metálico y se lo tragó entero, antes de escupir una bola de fuego que te incineró.","O lagarto confundiu o roteador com um inseto metálico e o engoliu inteiro, antes de cuspir uma bola de fogo que o incinerou.","Die Eidechse hielt den Router für ein metallisches Insekt und verschlang ihn im Ganzen, bevor sie einen Feuerball ausspuckte, der dich einäscherte.","리자드가 라우터를 금속 곤충으로 착각해 통째로 삼켰으나, 직후에 내뱉은 화염구에 의해 당신은 타버렸습니다."
"MSG_C_WIFIROUTER_M_LOSS","The mummy's ancient curse corrupted the router's firmware, turning the latest protocols into a series of deadly, spectral feedback loops. You were paralyzed by the dark signal, unable to move as the undead guardian closed in.","マミーの古の呪いがルーターのファームウェアを汚染し、最新のプロトコルを致命的な霊的フィードバック・ループへと変えてしまった。闇の信号によって身体を麻痺させられ、アンデッドの守護者が迫る中であなたは一歩も動くことができなかった。","木乃伊古老的诅咒污染了路由器的固件，将最新的协议变成了致命的灵体反馈回路。你的身体被黑暗信号麻痹，在不死守护者逼近之际，你一步也动弹不得。","Древнее проклятие мумии повредило прошивку роутера, превратив новейшие протоколы в серию смертоносных призрачных петель обратной связи. Вы были парализованы темным сигналом и не могли пошевелиться, когда неживой страж приблизился.","La antigua maldición de la momia corrompió el firmware del router, convirtiendo los últimos protocolos en una serie de bucles de retroalimentación espectrales y mortales. Te quedaste paralizado por la señal oscura, incapaz de moverte mientras el guardián no muerto se acercaba.","A antiga maldição da múmia corrompeu o firmware do roteador, transformando os protocolos mais recentes em uma série de ciclos de feedback espectrais mortais. Você ficou paralisado pelo sinal sombrio, incapaz de se mover enquanto o guardião morto-vivo se aproximava.","Der uralte Fluch der Mumie korrumpierte die Firmware des Routers und verwandelte die neuesten Protokolle in eine Reihe tödlicher, spektraler Rückkopplungsschleifen. Du warst durch das dunkle Signal gelähmt und konntest dich nicht bewegen, als der untote Wächter näher kam.","미라의 고대 저주가 라우터의 펌웨어를 오염시켜 최신 프로토콜을 치명적인 영적 피드백 루프로 바꾸어 버렸습니다. 어둠의 신호에 의해 몸이 마비되어 언데드 가디언이 다가오는 가운데 당신은 한 걸음도 움직일 수 없었습니다."
"MSG_C_WIFIROUTER_N_WIN","The router’s high-power 6GHz beam interfered with the Naga's bio-electric senses leaving the giant monster paralyzed and helpless on the ground.","ルーターの強力な6GHz帯の電波がナーガの生体電流に干渉し、巨体をその場で麻痺させた。怪物は一歩も動けぬまま地に伏した。","路由器的 6GHz 强力光束干扰了娜迦的生物电感应，使这头巨型怪物瘫痪在地，无力反抗。","Мощный луч роутера на частоте 6 ГГц помешал биоэлектрическим чувствам Наги, оставив гигантское чудовище парализованным и беспомощным на земле.","El haz de alta potencia de 6 GHz del router interfirió con los sentidos bioeléctricos de la Naga, dejando al monstruo gigante paralizado e indefenso en el suelo.","O feixe de alta potência de 6 GHz do roteador interferiu nos sentidos bioelétricos da Naga, deixando o monstro gigante paralisado e indefeso no chão.","Der leistungsstarke 6-GHz-Strahl des Routers störte die bioelektrischen Sinne der Naga und ließ das riesige Monster gelähmt und hilflos am Boden zurück.","라우터의 강력한 6GHz 대역 전파가 나가의 생체 전류를 간섭하여 거구를 그 자리에서 마비시켰습니다. 괴물은 한 걸음도 움직이지 못한 채 땅에 엎드러졌습니다."
"MSG_C_WIFIROUTER_O_LOSS","The plastic router instantly turned into scrap metal before the overwhelming physical attack from the orc's giant axe.","オークの巨大な斧による圧倒的な物理攻撃の前に、プラスチック製のルーターは一瞬で鉄屑と化した。","塑料路由器在兽人巨斧铺天盖地的物理攻击下瞬间化为废铁。","Пластиковый роутер мгновенно превратился в металлолом под сокрушительной физической атакой огромного топора орка.","El router de plástico se convirtió instantáneamente en chatarra ante el abrumador ataque físico de la gran hacha del orco.","O roteador de plástico transformou-se instantaneamente em sucata diante do esmagador ataque físico do grande machado do orc.","Der Kunststoff-Router verwandelte sich unter dem überwältigenden physischen Angriff der riesigen Axt des Orks augenblicklich in Schrott.","오크의 거대한 도끼에 의한 압도적인 물리 공격 앞에 플라스틱 라우터는 순식간에 고철로 변했습니다."
"MSG_C_WIFIROUTER_P_WIN","Pixie's illusion magic made the router look like a delicious cake, and she bit into it, breaking her teeth.","ピクシーの幻覚魔法により、ルーターが美味しいケーキに見えてしまい、かじりついて歯が折れた。","皮克西的幻象魔法让路由器看起来就像一块美味的蛋糕，她咬碎了牙齿。","Иллюзорная магия Пикси заставила роутер выглядеть как вкусный торт, и она укусила его, сломав зубы.","La magia de ilusión de Pixie hizo que el router pareciera un pastel delicioso, y ella lo mordió, rompiéndose los dientes.","A magia de ilusão da Pixie fez o roteador parecer um bolo delicioso, e ela o mordeu, quebrando os dentes.","Pixies Illusionsmagie ließ den Router wie einen köstlichen Kuchen aussehen; sie biss hinein und brach sich die Zähne ab.","픽시의 환각 마법으로 라우터가 맛있는 케이크처럼 보여 한 입 베어 물었다가 이빨이 부러졌습니다."
"MSG_C_WIFIROUTER_Q_LOSS","The router's antenna could not absorb the electric shock from the core like a lightning surge, and it exploded into a fire daruma.","クアールの電撃をルーターのアンテナが雷サージよろしく吸収しきれず、爆発して火ダルマになった。","路由器的天线根本无法吸收雷电涌动般的核心电击，直接炸成了火达摩。","Антенна роутера не смогла поглотить удар током от ядра, как грозовой разряд, и он взорвался, превратившись в огненный шар.","La antena del router no pudo absorber la descarga eléctrica del núcleo como una sobrecarga de rayo, y explotó convirtiéndose en una bola de fuego.","A antena do roteador não conseguiu absorver o choque elétrico do núcleo como um surto de raio e explodiu em uma bola de fogo.","Die Antenne des Routers konnte den elektrischen Schlag aus dem Kern nicht wie einen Blitzschlag absorbieren und explodierte in einem Feuerball.","쿠알의 전격이 마치 낙뢰 서지처럼 덮쳤으나 라우터 안테나가 이를 다 흡수하지 못하고 폭발하여 불덩이가 되었습니다."
"MSG_C_WIFIROUTER_R_WIN","You used a bundle of leftover LAN cables to create a series of high-tensile snares that effectively trapped the entire rat swarm in place.","余っていたLANケーブルの束を使い、高張力の罠を張り巡らせた。突っ込んできたラットの群れは次々に絡め取られ、身動きを封じられた。","你用一捆多余的网线制作了一系列高强度陷阱，有效地将整个老鼠群困在原地。","Вы использовали пучок оставшихся LAN-кабелей, чтобы создать серию высокопрочных ловушек, которые эффективно заманили в ловушку всю стаю крыс.","Usaste un manojo de cables LAN sobrantes para crear una serie de trampas de alta tensión que atraparon eficazmente a todo el enjambre de ratas en su lugar.","Você usou um feixe de cabos LAN sobrando para criar uma série de armadilhas de alta tensão que prenderam efetivamente todo o enxame de ratas no lugar.","Du hast ein Bündel übrig gebliebener LAN-Kabel benutzt, um eine Reihe von hochzugfesten Schlingen zu bauen, die den gesamten Rattenschwarm effektiv an Ort und Stelle gefangen hielten.","남은 LAN 케이블 다발을 사용하여 고장력 함정을 설치했습니다. 돌진해온 쥐 떼가 차례차례 얽혀들어 움직임이 봉쇄되었습니다."
"MSG_C_WIFIROUTER_S_LOSS","You stuck a router inside the slime's body, but it was completely swallowed up by the slime and digested.","スライムの体内にルーターを突き刺したが、ネバネバの粘液に完全に飲み込まれ消化されてしまった。","你把路由器插进了史莱姆的体内，但它完全被史莱姆吞没了，消化掉了。","Вы воткнули роутер в тело слизи, но он был полностью поглощен слизью и переварен.","Clavaste un router dentro del cuerpo de la babosa, pero fue completamente tragado por la babosa y digerido.","Você enfiou um roteador dentro do corpo do slime, mas ele foi completamente engolido pelo slime e digerido.","Du hast einen Router in den Körper des Schleims gesteckt, aber er wurde vom Schleim vollständig verschluckt und verdaut.","슬라임의 체내에 라우터를 찔러 넣었으나, 끈적끈적한 점액에 완전히 삼켜져 소화되어 버렸습니다."
"MSG_C_WIFIROUTER_T_LOSS","The troll's self-regeneration exceeded the router's blow, and the stolen router hit it hard.","トロールの自己再生はルーターの打撃を上回り、奪い取られたルーターで逆にメッタ打ちにされた。","巨魔的自我再生能力超过了路由器的打击，被盗的路由器给了它重重的打击。","Саморегенерация тролля превзошла удар роутера, и украденный роутер сильно ударил по нему.","La autorregeneración del trol superó el golpe del router, y el router robado lo golpeó con fuerza.","A autorregeneração do troll superou o golpe do roteador, e o roteador roubado o atingiu com força.","Die Selbstregeneration des Trolls übertraf den Schlag des Routers, und der gestohlene Router traf ihn hart.","트롤의 자기 재생 능력은 라우터의 타격보다 뛰어났고, 빼앗긴 라우터로 오히려 흠씬 두들겨 맞았습니다."
"MSG_C_WIFIROUTER_U_LOSS","The ghost completely nullified the electromagnetic waves emitted by the router, cutting off all means of communication and placing a spell on you.","亡霊はルーターから発せられる電磁波を完全に無効化し、あなたの通信手段を一切絶って呪縛した。","幽灵完全消除了路由器发出的电磁波，切断了所有通讯手段，并对你下了咒语。","Призрак полностью обнулил электромагнитные волны, излучаемые роутером, отрезав все средства связи и наложив на вас заклятие.","El fantasma anuló por completo las ondas electromagnéticas emitidas por el router, cortando todos los medios de comunicación y lanzándote un hechizo.","O fantasma anulou completamente as ondas eletromagnéticas emitidas pelo roteador, cortando todos os meios de comunicação e lançando um feitiço sobre você.","Der Geist neutralisierte die vom Router ausgesandten elektromagnetischen Wellen vollständig, schnitt alle Kommunikationsmittel ab und belegte dich mit einem Zauber.","망령은 라우터에서 나오는 전자파를 완전히 무력화시켜 당신의 통신 수단을 완전히 끊고 저주를 걸었습니다."
"MSG_C_WIFIROUTER_V_LOSS","You held your router in front of the vampire's invisible movements, leaving you completely exposed and instantly dying.","吸血鬼の目にもとまらぬ動きの前に、ルーターを構えたあなたは完全な隙を晒し一瞬で死に至った。","你把路由器放在吸血鬼看不见的动作面前，让你完全暴露并立即死亡。","Вы держали роутер перед невидимыми движениями вампира, оставив себя полностью беззащитным и мгновенно погибнув.","Sostuviste tu router frente a los movimientos invisibles del vampiro, dejándote completamente expuesto y muriendo instantáneamente.","Você segurou seu roteador diante dos movimentos invisíveis do vampiro, deixando-o completamente exposto e morrendo instantaneamente.","Du hieltest deinen Router vor die unsichtbaren Bewegungen des Vampirs, was dich völlig schutzlos machte und zu deinem sofortigen Tod führte.","뱀파이어의 눈부신 움직임 앞에 라우터를 치켜든 당신은 완전히 빈틈을 노출하여 순식간에 죽음에 이르렀습니다."
"MSG_C_WIFIROUTER_W_LOSS","You held up a router in front of a pack of wolves to threaten them, but it didn't make any sense and the group bit you and sucked you to the bone.","狼の群れの前にルーターを掲げて威嚇したが、全く意味を為さず集団で噛みつかれ骨までしゃぶられた。","你在一群狼面前举起路由器来威胁它们，但这没有任何意义，狼群咬住了你，把你吸到了骨头里。","Вы подняли роутер перед стаей волков, чтобы припугнуть их, но это не имело никакого смысла, и стая искусала вас, обглодав до костей.","Levantaste un router frente a una manada de lobos para amenazarlos, pero no sirvió de nada y el grupo te mordió y te succionó hasta los huesos.","Você ergueu um roteador na frente de um bando de lobos para ameaçá-los, mas não adiantou nada e o grupo o mordeu e o sugou até os ossos.","Du hieltest einer Gruppe Wölfe einen Router entgegen, um sie einzuschüchtern, aber es ergab keinen Sinn und das Rudel biss dich und nagte dich bis auf die Knochen ab.","늑대 무리 앞에서 라우터를 치켜들고 위협했으나 전혀 소용없었고, 무리에게 물려 뼈까지 발려버렸습니다."
"MSG_C_WIFIROUTER_X_LOSS","The moment Xalthis disconnected the invisible network, not only the router but also your existence was disconnected.","ザルティスが不可視のネットワークを切断した瞬間、ルーターだけでなくあなたの存在も切断された。","扎尔提斯断开隐形网络的那一刻，不仅是路由器，连你的存在都被断开了。","В тот момент, когда Залтис отключил невидимую сеть, была отключена не только связь роутера, но и само ваше существование.","En el momento en que Xalthis desconectó la red invisible, no solo se desconectó el router sino también tu existencia.","No momento em que Xalthis desconectou a rede invisível, não apenas o roteador, mas também sua existência foi desconectada.","In dem Moment, als Xalthis das unsichtbare Netzwerk trennte, wurde nicht nur der Router, sondern auch deine Existenz getrennt.","잘티스가 보이지 않는 네트워크를 차단한 순간, 라우터뿐만 아니라 당신의 존재도 단절되었습니다."
"MSG_C_WIFIROUTER_Y_LOSS","Yeti's frigid snowstorm instantly completely froze the base of the router, turning it into nothing more than cold plastic.","イエティの極寒の吹雪によりルーターの基盤が瞬時に完全に凍りつき、ただの冷たいプラスチックになった。","雪人的寒冷暴风雪瞬间将路由器的底部完全冻结，变成了冰冷的塑料。","Ледяная буря Йети мгновенно полностью заморозила основание роутера, превратив его в не более чем холодный пластик.","La gélida tormenta de nieve del Yeti congeló instantáneamente por completo la base del router, convirtiéndolo en nada más que plástico frío.","A tempestade de neve gélida do Yeti congelou instantaneamente a base do roteador, transformando-o em nada mais do que plástico frio.","Yetis eisiger Schneesturm fror das Gehäuse des Routers augenblicklich vollständig ein und verwandelte ihn in nichts weiter als kaltes Plastik.","예티의 극심한 눈보라에 라우터 기판이 순식간에 완전히 얼어붙어 차가운 플라스틱 덩어리로 변했습니다."
"MSG_C_WIFIROUTER_Z_LOSS","You swing the router's antenna at the horde of zombies, but it gets stuck in the rotten flesh and you can't get it out, so you're defeated.","ゾンビの大群に向かってルーターのアンテナを振り回すが、腐肉に刺さって抜けなくなり押し負けた。","你向这群僵尸挥动路由器的天线，但它卡在腐肉里，你无法将其取出，所以你失败了。","Вы размахнулись антенной роутера на орду зомби, но она застряла в гнилой плоти, и вы не смогли ее вытащить, так что вы потерпели поражение.","Blandiste la antena del router contra la horda de zombis, pero se quedó atascada en la carne podrida y no pudiste sacarla, así que fuiste derrotado.","Você balançou a antena do roteador na horda de zumbis, mas ela ficou presa na carne podrida e você não conseguiu tirá-la, então foi derrotado.","Du schwangst die Antenne des Routers gegen die Horde von Zombies, aber sie blieb im verrotteten Fleisch stecken und du konntest sie nicht mehr herausziehen, sodass du besiegt wurdest.","좀비 대군을 향해 라우터 안테나를 휘둘렀으나 부패한 살점에 박혀 빠지지 않게 되었고, 그대로 밀려나 패배했습니다."
"MSG_C_WEBINAR_A_WIN","You hosted a webinar on colony optimization for the ants. Focused on their new work-life balance goals, they abandoned the trail and went on paid leave.","蟻塚の労働効率化ウェビナーを開催した。ワークライフバランスに目覚めた蟻たちは、隊列を離れて有給休暇に入った。","你为蚂蚁举办了一场关于群体优化的虚拟研讨会。它们专注于新的工作与生活平衡目标，放弃了踪迹并开始休带薪假。","Вы провели вебинар по оптимизации колонии для муравьев. Сосредоточившись на своих новых целях баланса между работой и личной жизнью, они покинули тропу и ушли в оплачиваемый отпуск.","Organizaste un seminario web sobre optimización de colonias para las hormigas. Centradas en sus nuevos objetivos de conciliación de la vida laboral y familiar, abandonaron el rastro y se fueron de vacaciones pagadas.","Você organizou um webinar sobre otimização de colônias para as formigas. Focadas em seus novos objetivos de equilíbrio entre vida profissional e pessoal, elas abandonaram a trilha e entraram em férias remuneradas.","Du hast ein Webinar zur Kolonieoptimierung für die Ameisen veranstaltet. Da sie sich nun auf ihre neuen Work-Life-Balance-Ziele konzentrierten, verließen sie die Ameisenstraße und gingen in bezahlten Urlaub.","개미들을 대상으로 군집 최적화 웨비나를 개최했습니다. 새로운 워라밸 목표에 집중하게 된 개미들은 행렬을 이탈하여 유급 휴가를 떠났습니다."
"MSG_C_WEBINAR_B_WIN","You shared a webinar on echolocation interference. Overwhelmed by the echo-canceling techniques, the bat lost its orientation and crashed into a wall.","超音波エコーキャンセリングのウェビナー。自分の発した声が全反射して戻ってくる技術に驚愕し、バットは方向感覚を失って壁に激突した。","你分享了一个关于回声定位干扰的虚拟研讨会。蝙蝠被回声消除技术所不知所措，失去了方向并撞到了墙上。","Вы поделились вебинаром о помехах эхолокации. Подавленная методами подавления эха, летучая мышь потеряла ориентацию и врезалась в стену.","Compartiste un seminario web sobre interferencia de ecolocalización. Abrumado por las técnicas de cancelación de eco, el murciélago perdió su orientación y chocó contra una pared.","Você compartilhou um webinar sobre interferência de ecolocalização. Sobrecarregado pelas técnicas de cancelamento de eco, o morcego perdeu sua orientação e colidiu com uma parede.","Du hast ein Webinar über Echolot-Interferenzen geteilt. Überwältigt von den Echo-Unterdrückungstechniken verlor die Fledermaus die Orientierung und prallte gegen eine Wand.","초음파 에코 캔슬링 웨비나를 공유했습니다. 자신의 목소리가 완전히 반사되어 돌아오는 기술에 경악한 박쥐는 방향 감각을 잃고 벽에 충돌했습니다."
