"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_REFLECT_K_WIN","A series of rapid strikes is sent back at the kobold. It cringes from its own momentum.","コボルドの猛攻がそのまま自身へと返る.自らの勢いに飲み込まれ、地に伏した。","一系列快速攻击返还给了狗头人。它在自己的势头下畏缩了。","Серия быстрых ударов возвращается к кобольду. Он съеживается от собственного импульса.","Una serie de ataques rápidos se devuelven al kobold. Se encoge ante su propio impulso.","Uma série de ataques rápidos é enviada de volta ao kobold. Ele se encolhe com seu próprio ímpeto.","Eine Serie schneller Schläge wird an den Kobold zurückgeschickt. Er schreckt vor seinem eigenen Schwung zurück.","코볼드의 맹공이 그대로 자신에게 되돌아갑니다. 자신의 기세에 휘말려 땅에 엎드립니다."
"MSG_C_REFLECT_L_WIN","The lizard's whipping tail strikes an immovable wall. The impact travels up its spine.","トカゲの尾が不動の壁に叩きつけられる.衝撃が脊髄を駆け抜け、意識を刈り取った。","蜥蜴抽打的尾巴撞上了一堵不可逾越的墙。冲击波传遍了它的脊梁。","Хлещущий хвост ящерицы ударяется о неподвижную стену. Удар проходит по ее позвоночнику.","La cola azotadora del lagarto choca contra una pared inamovible. El impacto viaja por su columna.","A cauda chicoteante do lagarto atinge uma parede imóvel. O impacto viaja por sua coluna.","Der peitschende Schwanz der Eidechse trifft auf eine unbewegliche Wand. Der Aufprall wandert ihre Wirbelsäule hinauf.","도마뱀의 꼬리가 움직이지 않는 벽에 부딪힙니다. 충격이 척추를 타고 올라가 의식을 앗아갑니다."
"MSG_C_REFLECT_M_WIN","The mummy's necrotic touch is pulsed back. It turns the ancient king into dry sand.","ミイラの腐敗の呪いが自身へと伝播する.古の王は、ただの乾いた砂へと戻った。","木乃伊的坏死之触被反震。它让古老的国王变成了干沙。","Некротическое прикосновение мумии возвращается импульсом. Оно превращает древнего короля в сухой песок.","El toque necrótico de la momia es devuelto en un pulso. Convierte al antiguo rey en arena seca.","O toque necrótico da múmia é enviado de volta. Ele transforma o antigo rei em areia seca.","Die nekrotische Berührung der Mumie wird zurückgeworfen. Sie verwandelt den antiken König in trockenen Sand.","미라의 부패 저주가 자신에게 전파됩니다. 고대의 왕은 그저 마른 모래로 돌아갔습니다."
"MSG_C_REFLECT_N_WIN","The naga's crushing coils are met with a rigid reaction. It breaks its own ribs in the bind.","ナーガの締め付けが強固な反作用に阻まれる.その力で、自らの肋骨を粉砕した。","娜迦粉碎性的缠绕遭到了坚硬的反应。它在缠绕中折断了自己的肋骨。","Сокрушительные кольца наги встречают жесткую реакцию. Она ломает собственные ребра в хватке.","Los anillos aplastantes de la naga se topan con una reacción rígida. Se rompe sus propias costillas en la atadura.","As espirais esmagadoras da naga encontram uma reação rígida. Ela quebra as próprias costelas na constrição.","Die schmetternden Windungen der Naga stoßen auf eine starre Reaktion. Sie bricht sich in der Umschlingung die eigenen Rippen.","나가에게 조여지던 힘이 강한 반작용에 막힙니다. 그 힘으로 자신의 갈비뼈가 가루가 되었습니다."
"MSG_C_REFLECT_O_WIN","The orc's brutal axe blow is parried with perfect timing. His own strength unbalanced him.","オークの斧が完璧なタイミングで受け流される.自らの剛腕に振り回され、隙を晒した。","兽人残暴的斧击被完美的时机招架。他自身的力量使他失去平衡。","Жестокий удар топора орка парирован с идеальным расчетом времени. Его собственная сила вывела его из равновесия.","El brutal hachazo del orco es parado con un tiempo perfecto. Su propia fuerza lo desequilibró.","O golpe brutal do machado do orc é parado com tempo perfeito. Sua própria força o desequilibrou.","Der brutale Axtschlag des Orks wird mit perfektem Timing pariert. Seine eigene Kraft brachte ihn aus dem Gleichgewicht.","오크의 도끼질이 완벽한 타이밍에 흘려보내집니다. 자신의 괴력에 휘둘려 빈틈을 보입니다."
"MSG_C_REFLECT_P_WIN","The pixie's magic dust is blown back by a sudden gust. It finds itself trapped in its own spell.","ピクシーの魔法の粉が風に押し戻される.自らの術に囚われ、その翼は輝きを失った。","小精灵的魔法粉末被一阵狂风吹回。它发现自己陷进了自造的法术中。","Магическая пыль пикси сдувается внезапным порывом. Она оказывается в ловушке собственного заклинания.","El polvo mágico de la pixie es soplado de vuelta por una ráfaga repentina. Se encuentra atrapada en su propio hechizo.","O pó mágico da pixie é soprado de volta por uma rajada repentina. Ela se vê presa em seu próprio feitiço.","Der Zauberstaub der Pixie wird von einer plötzlichen Böe zurückgeblasen. Sie findet sich in ihrem eigenen Zauber gefangen.","픽시의 마법 가루가 바람에 밀려 되돌아옵니다. 자신의 술법에 갇혀 날개가 빛을 잃었습니다."
"MSG_C_REFLECT_Q_WIN","The Coeurl's electric discharge is grounded back through its fur. It is stunned by its own spark.","クアールの電撃が自らの毛皮を通じて接地する.自らの火花に焼かれ、絶命した。","灵猫的放电通过它自己的毛发接地.它被自己的火花震晕了。","Электрический разряд Керла заземляется через его мех. Он оглушен собственной искрой.","La descarga eléctrica del Coeurl se conecta a tierra a través de su pelaje. Es aturdido por su propia chispa.","A descarga elétrica do Coeurl é aterrada através de seu pelo. Ele é atordoado por sua própria faísca.","Die elektrische Entladung des Coeurls wird durch sein Fell geerdet. Er wird von seinem eigenen Funken betäubt.","쿠알의 전격이 자신의 털을 통해 지면으로 흐릅니다. 자신의 불꽃에 타서 목숨을 잃었습니다."
"MSG_C_REFLECT_R_WIN","The rat's desperate bite hits a steel-hard defense. It loses its teeth in a single snap.","鼠の決死の噛みつきが鋼の防御を叩いた.歯を砕き、鼠は絶望の中に沈んだ。","老鼠拼死一咬撞上了钢铁般的防守.一次清脆的碎裂声中，它的牙齿掉光了。","Отчаянный укус крысы натыкается на стальную защиту. Она теряет зубы в один миг.","La mordida desesperada de la rata choca contra una defensa dura como el acero. Pierde sus dientes de un solo golpe.","A mordida desesperada do rato atinge uma defesa dura como aço. Ele perde os dentes em um único estalo.","Der verzweifelte Biss der Ratte trifft auf eine stahlharte Verteidigung. Sie verliert ihre Zähne mit einem einzigen Knacken.","쥐의 결사적인 물어뜯기가 강철 같은 방어에 막힙니다. 이빨이 부러진 쥐는 절망에 빠집니다."
"MSG_C_REFLECT_S_WIN","The slime's attempt to engulf is repulsed from within. It splatters itself across the room.","スライムの捕食が内側から弾き返される.部屋中に飛び散り、その核は砕け散った。","史莱姆吞噬的企图从内部被击退.它溅满了整个房间。","Попытка слизи поглотить цель отражена изнутри. Она разлетается по всей комнате.","El intento del limo de engullir es repelido desde dentro. Se esparce por toda la habitación.","A tentativa do slime de engolfar é repelida por dentro. Ele se esparrama por toda a sala.","Der Versuch des Schleims, alles zu verschlingen, wird von innen abgewehrt. Er spritzt im ganzen Raum herum.","슬라임의 포식이 내측에서 튕겨 나갑니다. 방 안 여기저기에 흩뿌려지고 그 핵은 부서졌습니다."
"MSG_C_REFLECT_T_WIN","The troll's legendary strength yields to a superior technical parry. It is forced to its knees.","トロールの怪力が技術的な受け流しに屈した.自らの重みで、誇り高き膝を折った。","巨魔传奇般的力量屈服于高超的招架技术。它被迫跪在了地上。","Легендарная сила тролля уступает превосходному техническому парированию. Он вынужден пасть на колени.","La fuerza legendaria del troll cede ante una parada técnica superior. Es obligado a arrodillarse.","A força lendária do troll cede a uma paragem técnica superior. Ele é forçado a se ajoelhar.","Die legendäre Stärke des Trolls beugt sich einer überlegenen technischen Parade. Er wird in die Knie gezwungen.","트롤의 괴력이 기술적인 받아치기에 굴복합니다. 자신의 무게를 견디지 못하고 무릎을 꿇습니다."
"MSG_C_REFLECT_U_WIN","The undead's heavy strikes are absorbed and redirected. It is slowly disassembled by itself.","アンデッドの重撃が吸収され、転換される.自らの力で、自らの骨を砕いていった。","亡灵沉重的打击被吸收并重新定向。它正慢慢地瓦解自己。","Тяжелые удары нежити поглощаются и перенаправляются. Она медленно разбирает сама себя.","Los fuertes golpes del no muerto son absorbidos y redirigidos. Se desmantela lentamente a sí mismo.","Os golpes pesados do morto-vivo são absorvidos e redirecionados. Ele é lentamente desmontado por si mesmo.","Die schweren Schläge des Untoten werden absorbiert und umgeleitet. Er wird langsam von sich selbst zerlegt.","언데드의 중격이 흡수되어 전환됩니다. 자신의 힘에 의해 자신의 뼈가 부서져 갑니다."
"MSG_C_REFLECT_V_LOSS","The vampire's lunge is too swift to reflect. Its fangs bypass your guard effortlessly.","吸血鬼の突進はあまりにも疾く、反射が間に合わない.その牙は容易くあなたの守りをすり抜けた。","吸血鬼的冲刺太快，无法反射.它的尖牙轻而易举地绕过了你的防御。","Выпад вампира слишком быстр, чтобы его отразить. Его клыки без усилий обходят вашу защиту.","La estocada del vampiro es demasiado veloz para reflejarla. Sus colmillos superan tu guardia sin esfuerzo.","A investida do vampiro é rápida demais para refletir. Suas presas passam por sua guarda sem esforço.","Der Ausfallschritt des Vampirs ist zu schnell, um ihn zu reflektieren. Seine Fänge umgehen mühelos deine Verteidigung.","흡혈귀의 돌진은 너무나 빨라 반사가 불가능합니다. 그 송곳니는 당신의 방어를 손쉽게 뚫었습니다."
"MSG_C_REFLECT_W_LOSS","The wolf's ferocious leap shatters your attempted reflection. You are violently thrown to the ground.","狼の猛烈な跳躍があなたの反射の試みを打ち砕く.激しい勢いで地面に引き倒された。","狼凶猛的跃击粉碎了你的反射试图.你被猛烈地扑倒在地。","Свирепый прыжок волка разрушает вашу попытку отражения. Вас с силой бросает на землю.","El salto feroz del lobo destroza tu intento de reflejo. Eres arrojado violentamente al suelo.","O salto feroz do lobo estraçalha sua tentativa de reflexo. Você é jogado violentamente no chão.","Der wilde Sprung des Wolfs zertrümmert deinen Reflexionsversuch. Du wirst gewaltsam zu Boden geworfen.","늑대의 맹렬한 도약이 당신의 반사 시도를 무너뜨립니다. 격렬한 기세에 밀려 땅바닥에 쓰러집니다."
"MSG_C_REFLECT_X_LOSS","Xalthis strikes at your soul, bypassing all reflections. It ignores your defensive posturing.","ザルシスの魂への一撃は、あらゆる反射を透過する.防御など、無に等しいのだ。","虚无直击你的灵魂，绕过所有反射.它无视了你的防御架势。","Ксалтис бьет по вашей душе, обходя все отражения. Он игнорирует вашу защитную позу.","Xalthis ataca tu alma, ignorando todos los reflejos. Ignora tu postura defensiva.","Xalthis ataca sua alma, ignorando todos os reflexos. Ele ignora sua postura defensiva.","Xalthis greift deine Seele an und umgeht alle Reflexionen. Er ignoriert deine Verteidigungshaltung.","잘시스의 영혼을 향한 일격은 모든 반사를 통과합니다. 방어 따위는 무의미합니다."
"MSG_C_REFLECT_Y_LOSS","The yeti's mass is far too great to reflect. You are completely crushed beneath its heavy blow.","イエティの巨体を反射することは叶わない.その恐るべき一撃の下に、あなたは完全に押し潰された。","雪人的巨大身躯远超出你反射的极限.你被其沉重的攻击完全压碎。","Масса йети слишком велика, чтобы ее отразить. Вы полностью раздавлены его тяжелым ударом.","La masa del yeti es demasiado grande para reflejarla. Eres completamente aplastado bajo su fuerte golpe.","A massa do yeti é grande demais para refletir. Você é completamente esmagado sob seu golpe pesado.","Die Masse des Yetis ist viel zu groß, um sie zu reflektieren. Du wirst unter seinem schweren Schlag völlig zerquetscht.","예티의 거구를 반사하는 것은 불가능합니다. 그 공포스러운 일격 아래 당신은 완전히 짓눌렸습니다."
"MSG_C_REFLECT_Z_WIN","The zombie's reckless charge was met with a devastating reflection of its own momentum. The impact shattered its brittle bones and sent rotten pieces flying across the room, finally bringing the walking corpse to a complete and silent halt. The dead were returned to the earth.","ゾンビの無謀な突撃は、自らの勢いを破壊的な威力で反射された。衝撃によって脆い骨は砕け散り、腐った肉片が部屋中に飛び散る。歩く死体はついに、物言わぬただの骸へと戻ったのである。","丧尸鲁莽的冲锋遭到了其自身势头的毁灭性反射。冲击粉碎了它脆弱的骨头，腐烂的碎片飞满了房间，最终让这具行尸走肉完全且安静地停了下来。死者回归了大地。","Безрассудный натиск зомби встретил разрушительное отражение его собственного импульса. Удар раздробил его хрупкие кости и разбросал гнилые куски по всей комнате, наконец, полностью и безмолвно остановив ходячий труп. Мертвые вернулись в землю.","La carga temeraria del zombi se encontró con un reflejo devastador de su propio impulso. El impacto destrozó sus huesos quebradizos y envió pedazos podridos volando por la habitación, finalmente deteniendo al cadáver caminante por completo y en silencio. Los muertos regresaron a la tierra.","A carga imprudente do zumbi foi recebida com um reflexo devastador do seu próprio ímpeto. O impacto estraçalhou os seus ossos frágeis e enviou pedaços podres a voar pela sala, parando finalmente o cadáver ambulante de forma completa e silenciosa. Os mortos voltaram para a terra.","Der rücksichtslose Ansturm des Zombies wurde mit einer verheerenden Reflexion seines eigenen Schwungs beantwortet. Der Aufprall zertrümmerte seine spröden Knochen und ließ verrottete Stücke durch den Raum fliegen, was die wandelnde Leiche schließlich vollständig und lautlos zum Stillstand brachte. Die Toten kehrten zur Erde zurück.","좀비의 무모한 돌진은 자신의 기세를 파괴적인 위력으로 반사당했습니다. 충격으로 인해 약해진 뼈는 산산조각 났고, 썩은 살점이 방 안 여기저기로 튀어 올랐습니다. 걷는 시체는 마침내 말 없는 시신이 되어 완전히 멈췄습니다. 죽은 자는 대지로 돌아갔습니다."
"MSG_C_ROOMBA_A_WIN","A cleaning robot forcibly sucked up all the ants on the floor without mercy and wiped them out.","お掃除ロボットが床のアリの行列を一切の慈悲もなくすべて強引に吸引し、殲滅した。","清洁机器人毫不留情地将地板上的蚂蚁全部强行吸走并消灭殆尽。","Робот-пылесос безжалостно засосал всех муравьев на полу и уничтожил их.","Un robot de limpieza succionó a la fuerza todas las hormigas del suelo sin piedad y las aniquiló.","Um robô de limpeza sugou à força todas as formigas no chão sem piedade e as aniquilou.","Ein Reinigungsroboter saugte unbarmherzig alle Ameisen auf dem Boden auf und löschte sie aus.","청소 로봇이 바닥의 개미 행렬을 자비 없이 전부 강제로 흡입하여 섬멸했습니다."
"MSG_C_ROOMBA_B_WIN","You hacked the robot's suction to reverse-cycle air upward in a precise column. The bat's sensitive echolocation locked onto the artificial air column as solid matter and it dove straight into the trap.","ロボットの吸引機能をハックし、上向きに空気を精密な柱状に噴出させた。バットの鋭い超音波探知機が人工の気柱を固体と誤認し、そのまま罠へ直進した。","你破解了机器人的吸力，使其精确地向上反向排出气柱.蝙蝠灵敏的回声定位将人工气柱误认为是固体，随即径直俯冲进了陷阱。","Вы взломали всасывание робота, чтобы направить воздух вверх точным столбом. Чувствительная эхолокация летучей мыши приняла искусственный столб воздуха за твердый объект, и она влетела прямо в ловушку.","Hackeaste la succión del robot para invertir el ciclo de aire hacia arriba en una columna precisa. La sensible ecolocalización del murciélago se fijó en la columna de aire artificial como materia sólida y se lanzó directo a la trampa.","Você hackeou a sucção do robô para inverter o ciclo de ar para cima em uma coluna precisa. A ecolocalização sensível do morcego travou na coluna de ar artificial como matéria sólida e ele mergulhou direto na armadilha.","Du hast die Saugfunktion des Roboters gehackt, um die Luft in einer präzisen Säule nach oben zu leiten. Die empfindliche Echolotung der Fledermaus erfasste die künstliche Luftsäule als feste Materie, und sie flog direkt in die Falle.","로봇의 흡입 기능을 해킹하여 공기를 위쪽으로 정밀한 기둥 모양으로 분출시켰습니다. 박쥐의 날카로운 초음파 탐지기가 인공 기둥을 고체로 오인하고 그대로 함정으로 돌진했습니다."
"MSG_C_ROOMBA_C_WIN","The cobra mistook the regular movements of the cleaning robot for prey and became entangled with it, causing the robot to stop operating.","コブラがお掃除ロボットの規則的な動きを獲物と勘違いして絡みつき、そのまま稼働停止した。","眼镜蛇将清洁机器人的规律动作误认为是猎物，并与其纠缠在一起，导致机器人停止运转。","Кобра приняла регулярные движения робота-пылесоса за добычу и запуталась в нем, из-за чего робот перестал работать.","La cobra confundió los movimientos regulares del robot de limpieza con una presa y se enredó con él, haciendo que el robot dejara de funcionar.","A cobra confundiu os movimentos regulares do robô de limpeza com uma presa e se emaranhou nele, fazendo com que o robô parasse de funcionar.","Die Kobra hielt die regelmäßigen Bewegungen des Reinigungsroboters für Beute und verhedderte sich darin, was dazu führte, dass der Roboter den Betrieb einstellte.","코브라가 청소 로봇의 규칙적인 움직임을 먹이로 착각하여 휘감겼고, 그로 인해 로봇이 작동을 멈췄습니다."
"MSG_C_ROOMBA_D_LOSS","When the cleaning robot tried to suction the dragon's tail, it was carbonized by its breath.","お掃除ロボットがドラゴンのしっぽを吸引しようとした結果、ブレスで炭化させられた。","当清洁机器人试图吸住龙的尾巴时，它被龙的呼吸碳化了。","Когда робот-пылесос попытался засосать хвост дракона, он был обуглен его дыханием.","Cuando el robot de limpieza intentó succionar la cola del dragón, fue carbonizado por su aliento.","Quando o robô de limpeza tentou sugar a cauda do dragão, foi carbonizado por seu sopro.","Als der Reinigungsroboter versuchte, den Schwanz des Drachen aufzusaugen, wurde er von seinem Atem verkohlt.","청소 로봇이 용의 꼬리를 흡입하려 시도한 결과, 용의 숨결에 의해 탄화되었습니다."
"MSG_C_ROOMBA_E_WIN","A cleaning robot thoroughly cleaned up the large amount of leaves dropped by the Ents, and a peaceful solution was reached.","エントの落とす大量の落ち葉をお掃除ロボットがひたすら綺麗に掃除し、平和的解決に至った。","清洁机器人彻底清理了恩特们掉落的大量树叶，达成了和平解决方案。","Робот-пылесос тщательно убрал огромное количество листьев, сброшенных Энтами, и было достигнуто мирное решение.","Un robot de limpieza limpió a fondo la gran cantidad de hojas caídas por los Ents, y se llegó a una solución pacífica.","Um robô de limpeza limpou minuciosamente a grande quantidade de folhas deixadas pelos Ents, e uma solução pacífica foi alcançada.","Ein Reinigungsroboter säuberte gründlich die großen Mengen an Blättern, die von den Ents fallen gelassen wurden, und es wurde eine friedliche Lösung erzielt.","엔트가 떨어뜨린 대량의 낙엽을 청소 로봇이 깨끗하게 청소하여 평화적인 해결에 도달했습니다."
"MSG_C_ROOMBA_F_WIN","The cleaning robot's AI perfectly calculated and predicted the trajectory of the flying flies, then jumped into the air and sucked them in.","飛び回るハエの軌道をお掃除ロボットのAIが完璧に計算予測し、空中にジャンプして吸い込んだ。","扫地机器人的AI完美计算并预测了飞行苍蝇的轨迹，然后跳到空中将它们吸进去。","ИИ робота-пылесоса идеально рассчитал и предсказал траекторию полета мух, затем подпрыгнул в воздух и засосал их.","La IA del robot de limpieza calculó и predijo perfectamente la trayectoria de las moscas voladoras, luego saltó en el aire y las succionó.","A IA do robô de limpeza calculou e previu perfeitamente a trajetória das moscas voadoras, depois saltou no ar e as sugou.","Die KI des Reinigungsroboters berechnete und schätzte die Flugbahn der Fliegen perfekt ein, sprang dann in die Luft und saugte sie auf.","청소 로봇의 AI가 날아다니는 파리의 궤도를 완벽하게 계산하고 예측하여, 공중으로 점프해 흡입했습니다."
"MSG_C_ROOMBA_G_LOSS","The cleaning robot sucked up a bag of fake gold coins filled with sand, causing its internal engine to grind to a halt.","ゴブリンが投げた砂入りの偽金貨袋をロボットが吸い込み、内部エンジンが砂でジャリジャリに焼付いて停止した。","机器人吸入了哥布林丢下的装满沙子的假金币袋，内部引擎因沙子受热卡死而停止运转。","Робот-пылесос засосал мешок фальшивых золотых монет, наполненный песком, из-за чего его внутренний двигатель заглох.","El robot de limpieza succionó una bolsa de monedas de oro falsas llenas de arena, haciendo que su motor interno se detuviera.","O robô de limpeza sugou um saco de moedas de ouro falsas cheias de areia, fazendo com que seu motor interno parasse.","Der Reinigungsroboter saugte einen Beutel mit gefälschten Goldmünzen auf, der mit Sand gefüllt war, was seinen internen Motor zum Stillstand brachte.","고블린이 던진 모래가 든 가짜 금화 주머니를 로봇이 흡입하여 내부 엔진이 모래로 인해 멈췄습니다."
"MSG_C_ROOMBA_H_WIN","The modified cleaning robot released a powerful adhesive from its exhaust, trapping the harpy's wings to the floor.","改造されたお掃除ロボットが排気口から強力な粘着剤を放ち、ハーピーの翼を床に固定して身動きを封じた。","改造后的扫地机器人从排气口放出强力粘滞剂，将哈比的翅膀固定在地板上，封锁了动作。","Модернизированный робот-пылесос выпустил мощный клей из выхлопного отверстия, приклеив крылья гарпии к полу.","El robot de limpieza modificado liberó un adhesivo potente de su escape, atrapando las alas de la arpía al suelo.","O robô de limpeza modificado liberou um adesivo poderoso de sua exaustão, prendendo as asas da harpia no chão.","Der modifizierte Reinigungsroboter setzte einen starken Klebstoff aus seinem Auslass frei und klebte die Flügel der Harpie am Boden fest.","개조된 청소 로봇이 배기구에서 강력한 점착제를 방출하여 하피의 날개를 바닥에 고정해 움직임을 봉쇄했습니다."
