"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_INTIMIDATE_K_LOSS","The kobold pack didn't fear a solitary fighter. Your yell was met with a chorus of growls.","単身での威嚇は、結束の固いコボルドの群れを揺るがすには至らなかった。あなたの咆哮は奴らの笑い声にかき消され、包囲網はさらに狭まる。","单枪匹马的威吓无法动摇团结一致的狗头人群。你的咆哮被它们的嘲笑声所淹没，包围圈进一步缩小了。","Стая кобольдов не боялась одиночного бойца. Ваш крик был встречен хором рычания.","La manada de kobolds no temía a un luchador solitario. Tu grito fue recibido con un coro de gruñidos.","O bando de kobolds não temia um lutador solitário. Seu grito foi recebido com um coro de rosnados.","Das Koboldrudel fürchtete keinen Einzelkämpfer. Dein Schrei wurde mit einem Chor aus Knurren beantwortet.","코볼트 무리는 단독 투사를 두려워하지 않았습니다. 당신의 외침에 그들은 일제히 으르렁거리며 화답했습니다."
"MSG_C_INTIMIDATE_L_LOSS","The lizard's cold blood didn't react to your heat. It stared you down with robotic predator's eyes.","リザードの冷徹な本能は、あなたの感情的な威圧を一切受け付けなかった。怪物の瞳はプログラムされた機械のように、ただあなたの急所を狙う。","蜥蜴冷彻的天性对你感性的威压丝毫不予理会。怪物的瞳孔如程序化的机械一般，仅一味瞄准你的要害。","Хладнокровная ящерица не среагировала на ваш жар. Она смотрела на вас глазами робота-хищника.","La sangre fría del lagarto no reaccionó a tu calor. Te miró fijamente con ojos de depredador robótico.","O sangue frio do lagarto não reagiu ao seu calor. Ele encarou você com olhos de predador robótico.","Das kalte Blut der Eidechse reagierte nicht auf deine Hitze. Sie starrte dich mit den Augen eines roboterhaften Raubtiers nieder.","냉혈 동물인 리자드는 당신의 열기에 반응하지 않았습니다. 리자드는 기계적인 포식자의 눈으로 당신을 노려보았습니다."
"MSG_C_INTIMIDATE_M_WIN","You invoked the authority of an elder god. The mummy shivered in spiritual fear and bowed out.","いにしえの神々の名を借り、マミーの魂に直接命令を下した。死を忘れた魔物はかつての畏怖を思い出し、恭しく頭を下げて棺へと消えた。","你借用古老神明之名，直接向木乃伊的灵魂下达了命令。遗忘死亡的魔物想起了曾经的畏惧，恭顺地低头消失在棺木中。","Вы призвали авторитет древнего бога. Муми задрожала в духовном страхе и поклонилась.","Invocaste la autoridad de un dios antiguo. La momia tembló de miedo espiritual и se retiró con una reverencia.","Você invocou a autoridade de um deus antigo. A múmia estremeceu de medo espiritual e retirou-se.","Du hast die Autorität eines uralten Gottes angerufen. Die Mumie zitterte vor spiritueller Angst und verbeugte sich zum Abschied.","당신은 고대 신의 권위를 빌려 명령했습니다. 미라는 영적인 공포에 떨며 절을 하고 물러났습니다."
"MSG_C_INTIMIDATE_N_WIN","You matched the naga's dignity with your own aura. She recognized a peer and withdrew calmly.","ナーガの放つ静かな威厳に対し、あなたは不遜なまでの覇気で対峙した。美しき賢者はあなたの格を対等と認め、静かに深淵へと引いていった。","面对纳迦散发的寂静威严，你展现出了近乎狂放的霸气。美丽的贤者认可了你的地位，静静地退回了深渊。","Вы сопоставили достоинство наги со своей собственной аурой. Она узнала равного и спокойно отступила.","Igualaste la dignidad de la naga con tu propia aura. Reconoció a un par и se retiró con calma.","Você igualou a dignidade da naga com sua própria aura. Ela reconheceu um igual e retirou-se calmamente.","Du bist der Würde der Naga mit deiner eigenen Aura begegnet. Sie erkannte einen Ebenbürtigen und zog sich ruhig zurück.","당신은 자신의 기운으로 나의 존엄에 맞섰습니다. 나가는 당신을 대등한 존재로 인정하고 조용히 물러났습니다."
"MSG_C_INTIMIDATE_O_WIN","You roared louder than the orc's entire life. Stunned by your lungs it backed off in shock.","オークの全人生を否定するほどの凄まじい咆哮を、奴の眼前で叩きつけた。暴力の化身は自分を上回る野性に気圧され、狼狽えながら退散した。","你在兽人面前爆发出了足以否定其整个人生的惊人咆哮。暴力的化身被超越自身的野性所压制，狼狈不堪地退散了。","Вы взревели громче, чем вся жизнь орка. Ошеломленный вашими легкими, он отступил в шоке.","Rugiste más fuerte que toda la vida del orco. Aturdido por tus pulmones, retrocedió en estado de shock.","Você rugiu mais alto do que toda a vida do orc. Atordoado pelos seus pulmões, ele recuou em choque.","Du hast lauter gebrüllt, als der Ork es je in seinem Leben getan hat. Überwältigt von deiner Lungenkraft wich er geschockt zurück.","당신은 오크의 전 생애를 압도할 만큼 크게 포효했습니다. 당신의 성량에 압도된 오크는 충격을 받고 물러났습니다."
"MSG_C_INTIMIDATE_P_LOSS","The pixie laughed at your attempt to scare her. She dazzled your eyes with shimmering dust.","あなたの強面をピクシーは面白がり、無邪気な笑い声を上げた。威嚇の効果はゼロ。代わりに彼女は、あなたの鼻先で煌めく粉を撒き散らした。","小仙女以逗乐的心情看着你的凶样，并发出了天真烂漫的笑声。威吓效果为零，她反倒在你鼻尖撒下了闪耀的粉末。","Пикси рассмеялась над вашей попыткой напугать ее. Она ослепила ваши глаза мерцающей пылью.","La duendecilla se rió de tu intento de asustarla. Te deslumbró los ojos con polvo brillante.","A fada riu de sua tentativa de assustá-la. Ela ofuscou seus olhos com pó cintilante.","Die Pixie lachte über deinen Versuch, sie zu erschrecken. Sie blendete deine Augen mit schimmerndem Staub.","픽시는 당신의 위협을 비웃었습니다. 그녀는 반짝이는 가루를 뿌려 당신의 눈을 어지럽게 만들었습니다."
"MSG_C_INTIMIDATE_Q_WIN","You challenged the coeurl with an even brighter aura. Overwhelmed by your energy it fled away.","クアールの放つ雷光を上回る、凄烈なまでの闘気を全身から放った。魔物はあなたの内に制御不能なエネルギーを感じ、本能的に逃走を選んだ。","你全身散发出更甚于夸尔雷光的烈性斗气。魔物察觉到你体内不受控的能量，本能地选择了逃跑。","Вы бросили вызов куэрлу с еще более яркой аурой. Подавленный вашей энергией, он убежал.","Desafiaste al coeurl con un aura aún más brillante. Abrumado por tu energía, huyó.","Você desafiou o coeurl com uma aura ainda mais brilhante. Sobrecarregado pela sua energia, ele fugiu.","Du hast den Coeurl mit einer noch helleren Aura herausgefordert. Überwältigt von deiner Energie floh er.","당신은 더욱 강력한 기운으로 쿠얼에게 도전했습니다. 당신의 에너지에 압도된 쿠얼은 도망쳤습니다."
"MSG_C_INTIMIDATE_R_LOSS","The rats only understood the gravity of hunger. Your threats were ignored by the swarm.","ラットの群れには、個への恐怖より優先される集団の飢えがあった。あなたの叫びは数万の足音にかき消され、死の津波があなたを呑み込む。","在老鼠群中，集体的饥饿感更甚于对个人的恐惧。你的尖叫被成千上万的脚步声没入，死亡的海啸吞没了你。","Крысы понимали только тяжесть голода. Ваши угрозы были проигнорированы стаей.","Las ratas solo entendían la gravedad del hambre. Tus amenazas fueron ignoradas por el enjambre.","Os ratos só entendiam a gravidade da fome. Suas ameaças foram ignoradas pelo enxame.","Die Ratten verstanden nur den Ernst des Hungers. Deine Drohungen wurden vom Schwarm ignoriert.","쥐들은 굶주림의 무게만을 이해할 뿐입니다. 당신의 위협은 쥐 떼에게 무시당했습니다."
"MSG_C_INTIMIDATE_S_LOSS","The slime felt no fear as it lacked a nervous system. Your screams only vibrated its goo.","スライムには恐怖という感情を感じる器官そのものが存在しなかった。あなたの咆哮は怪物の半透明な肉体を心地よく揺らす、ただの振動でしかなかった。","史莱姆并不存在能感受恐惧感的器官。你的咆哮仅是令怪物半透明肉体感到舒适颤动的物理振动。","Слизь не чувствовала страха, так как у нее отсутствовала нервная система. Ваши крики только вибрировали ее слизь.","El limo no sintió miedo ya que carecía de sistema nervioso. Tus gritos solo hicieron vibrar su viscosidad.","O slime não sentiu medo, pois não tinha sistema nervoso. Seus gritos apenas vibraram a sua gosma.","Der Schleim spürte keine Angst, da er kein Nervensystem hatte. Deine Schreie brachten seinen Glibber nur zum Vibrieren.","슬라임은 신경계가 없어 공포를 느끼지 못합니다. 당신의 포효는 그저 슬라임의 몸을 진동시켰을 뿐입니다."
"MSG_C_INTIMIDATE_T_WIN","You made the troll remember the pain of total fire. Terrified it covered its head and fled.","かつてトロールが受けた、焼き尽くされるような苦痛の記憶を呼び覚ました。怪物は過去のトラウマに打ち震え、頭を抱えて逃走していった。","你唤醒了巨魔曾经遭受过的、仿佛被烧尽般的痛苦记忆。怪物因过去的创伤而颤抖，抱头逃窜。","Вы заставили тролля вспомнить боль от полного огня. В ужасе он закрыл голову и убежал.","Hiciste que el trol recordara el dolor del fuego total. Aterrorizado, se cubrió la cabeza и huyó.","Você fez o troll lembrar a dor do fogo total. Aterrorizado, ele cobriu a cabeça e fugiu.","Du hast den Troll an den Schmerz des totalen Feuers erinnert. Verängstigt hielt er sich den Kopf und floh.","당신은 트로울에게 불에 타는 고통을 상기시켰습니다. 겁에 질린 트로울은 머리를 감싸고 도망쳤습니다."
"MSG_C_INTIMIDATE_U_LOSS","The dead souls only fear the light of true god. Your mortal threats were empty words here.","すでに死を通り越した者たちに、命を奪うという威嚇は通用しなかった。アンデッドはあなたの焦りを嘲笑うかのように、氷のような指を伸ばす。","对于已经超越死亡的存在，剥夺生命的威吓毫无用处。不死族仿佛在嘲笑你的焦躁，伸出了冰冷的手指。","Мертвые души боятся только света истинного бога. Ваши смертные угрозы были здесь пустыми словами.","Las almas muertas solo temen la luz del dios verdadero. Tus amenazas mortales eran palabras vacías aquí.","As almas mortas só temem a luz do deus verdadeiro. Suas ameaças mortais eram palavras vazias aqui.","Die toten Seelen fürchten nur das Licht des wahren Gottes. Deine sterblichen Drohungen waren hier nur leere Worte.","죽은 영혼들은 오직 진정한 신의 빛만을 두려워합니다. 당신의 위협은 이곳에서 공허한 메아리일 뿐입니다."
"MSG_C_INTIMIDATE_V_LOSS","The vampire met your gaze with eyes of ancient power. Your will broke before his noble shadow.","ヴァンパイアの不遜な瞳に射抜かれ、あなたの覇気は一瞬で霧散した。夜の王は余裕の笑みを浮かべ、震えるあなたの首元へ優雅に手を伸ばした。","被吸血鬼不逊的瞳孔所刺穿，你的霸气瞬间烟消云散。夜之王浮现出游刃有余的笑容，将手优雅地伸向了你颤抖的咽喉。","Вампир встретил ваш взгляд глазами древней силы. Ваша воля сломилась перед его благородной тенью.","El vampiro encontró tu mirada con ojos de poder antiguo. Tu voluntad se rompió ante su noble sombra.","O vampiro encontrou seu olhar com olhos de poder antigo. Sua vontade quebrou-se diante da sombra nobre dele.","Der Vampir begegnete deinem Blick mit Augen von uralter Macht. Dein Wille brach vor seinem edlen Schatten.","흡혈귀는 고대의 힘이 담긴 눈으로 당신과 마주했습니다. 그의 고귀한 그림자 앞에서 당신의 의지는 꺾였습니다."
"MSG_C_INTIMIDATE_W_LOSS","The wolves snarled back as a coordinated unit. Your yelling only exposed your neck further.","ウルフの群れは一糸乱れぬ咆哮で返し、あなたの威嚇を真っ向から粉砕した。リーダーの冷たい瞳が、あなたの不自然な虚勢を完全に見破っていた。","狼群以整齐划一的咆哮回敬，正面粉碎了你的威吓。首领冰冷的瞳孔彻底看穿了你那不自然虚张声势。","Волки зарычали в ответ как скоординированное подразделение. Ваши крики только еще больше обнажили вашу шею.","Los lobos gruñeron de vuelta como una unidad coordinada. Tus gritos solo expusieron más tu cuello.","Os lobos rosnaram de volta como uma unidade coordenada. Seus gritos apenas expuseram seu pescoço ainda mais.","Die Wölfe knurrten als koordinierte Einheit zurück. Dein Schreien entblößte deinen Hals nur noch mehr.","늑대들은 일사불란하게 으르렁거렸습니다. 당신의 외침은 오히려 당신의 빈틈을 더 드러낼 뿐이었습니다."
"MSG_C_INTIMIDATE_X_LOSS","Xalthis enjoyed your desperate yelling. It only made your final end more satisfying for it.","ザルティスはあなたの必死の威嚇を、甘美な旋律のように楽しんだ。魔物が望んでいるのは合意ではなく、あなたの精神が崩壊する瞬間だった。","扎尔提斯如欣赏甘美旋律般享受着你拼命的威吓。魔物奢望的并非合意，而是你精神崩溃的瞬间。","Ксалтису нравились ваши отчаянные крики. Это только сделало ваш финал более приятным для него.","Xalthis disfrutó de tus gritos desesperados. Solo hizo que tu final fuera más satisfactorio para él.","Xalthis gostou dos seus gritos desesperados. Isso apenas tornou o seu fim mais satisfatório para ele.","Xalthis genoss dein verzweifeltes Schreien. Es machte dein Ende für ihn nur noch befriedigender.","잘티스는 당신의 절박한 외침을 즐겼습니다. 그것은 그에게 당신의 최후를 더욱 만족스럽게 만들 뿐이었습니다."
"MSG_C_INTIMIDATE_Y_LOSS","The yeti's roar silenced any threat you could make. Its mass made your will seem small.","イエティの放つ地鳴りのような咆哮が、あなたの小さな叫びを完全に呑み込んだ。圧倒的な存在感の前に、あなたの威嚇はただの独り言に変わった。","雪人发出如地鸣般的咆哮，彻底吞没了你微小的叫喊。在压倒性的存在感面前，你的威吓变成了自言自语。","Рев йети заглушил любую угрозу, которую вы могли сделать. Его масса заставила вашу волю казаться ничтожной.","El rugido del yeti silenció cualquier amenaza que pudieras hacer. Su masa hizo que tu voluntad pareciera pequeña.","O rugido do yeti silenciou qualquer ameaça que você pudesse fazer. Sua massa fez sua vontade parecer pequena.","Das Gebrüll des Yetis brachte jede Drohung, die du machen konntest, zum Schweigen. Seine Masse ließ deinen Willen klein erscheinen.","예티의 포효는 당신의 그 어떤 위협도 잠재웠습니다. 그의 압도적인 존재감 앞에서 당신의 의지는 작게만 보였습니다."
"MSG_C_INTIMIDATE_Z_LOSS","The dead feel no fear, only the hunger for life. Your threats were lost on the moving rot.","理性も感情も枯れ果てたゾンビに、恐怖の感情は存在しなかった。奴はあなたの声すら認識せず、ただ肉を喰らうために腕を突き出す。","在理性与感情都枯竭的僵尸面前，并不存在恐惧。它甚至没有识别出你的声音，仅是为了噬肉而伸出了手臂。","Мертвые не чувствуют страха, только жажду жизни. Ваши угрозы были напрасны для движущейся гнили.","Los muertos no sienten miedo, solo el hambre de vida. Tus amenazas se perdieron en la podredumbre andante.","Os mortos não sentem medo, apenas a fome de vida. Suas ameaças perderam-se na podridão ambulante.","Die Toten spüren keine Angst, nur den Hunger nach Leben. Deine Drohungen prallten an der wandelnden Fäulnis ab.","죽은 자들은 공포를 느끼지 않으며 생명에 대한 갈구만이 남았습니다. 당신의 위협은 움직이는 시체에게 아무런 소용이 없었습니다."
"MSG_C_INTERNET_A_LOSS","Wi-Fi could not reach the depths of the anthill, and they were completely defeated by physical attacks.","アリ塚の深部にはWi-Fiが届かず、物理攻撃で完敗した。","Wi-Fi无法到达蚁丘深处，他们被物理攻击彻底击溃。","Wi-Fi не мог достичь глубин муравейника, и они были полностью побеждены физическими атаками.","El Wi-Fi no pudo llegar a las profundidades del hormiguero, и fueron completamente derrotados por ataques físicos.","O Wi-Fi não conseguiu chegar às profundezas do formigueiro, e eles foram completamente derrotados por ataques físicos.","Das WLAN konnte die Tiefen des Ameisenhügels nicht erreichen, und sie wurden durch physische Angriffe völlig besiegt.","개미집 깊숙한 곳까지 와이파이가 닿지 않아 물리 공격에 완패했습니다."
"MSG_C_INTERNET_B_WIN","Spreading noise into the bat's ultrasound data caused panic.","コウモリの超音波データにノイズを拡散させ、パニックに陥らせた。","将噪音传播到蝙蝠的超声波数据中引起了恐慌。","Распространение шума в ультразвуковых данных летучей мыши вызвало панику.","Difundir ruido en los datos de ultrasonido del murciélago causó pánico.","A propagação de ruído nos dados de ultrassom do morcego causou pânico.","Das Verbreiten von Rauschen in den Ultraschalldaten der Fledermaus verursachte Panik.","박쥐의 초음파 데이터에 노이즈를 퍼뜨려 패닉을 유발했습니다."
"MSG_C_INTERNET_C_WIN","You filed a copyright infringement report on Cobra's menacing video and had it banned and frozen.","コブラの威嚇動画に著作権侵害の通報を入れ、BANさせて凍結に追い込んだ。","你对眼镜蛇的威胁视频提交了版权侵权报告，并将其禁止和冻结。","Вы подали жалобу на нарушение авторских прав на видео с угрозами Кобры, и оно было заблокировано и заморожено.","Presentaste un informe de infracción de derechos de autor sobre el video amenazante de Cobra y lograste que fuera prohibido y congelado.","Você registrou uma denúncia de violação de direitos autorais no vídeo ameaçador da Cobra e fez com que ele fosse banido e congelado.","Du hast eine Urheberrechtsverletzungsmeldung für das bedrohliche Video der Kobra eingereicht und es sperren und einfrieren lassen.","당신은 코브라의 위협적인 영상에 저작권 침해 신고를 하여 해당 영상을 차단하고 계정을 동결시켰습니다."
"MSG_C_INTERNET_D_WIN","The coordinates of the dragon's nest were made public on social media, and a large number of subjugation teams were sent there.","ドラゴンの巣の座標をSNSで大公開し、大量の討伐隊を向かわせた。","龙巢的坐标在社交媒体上公开，大量讨伐队伍被派往那里。","Координаты гнезда дракона были опубликованы в социальных сетях, и туда было отправлено большое количество отрядов по покорению.","Las coordenadas del nido del dragón se hicieron públicas en las redes sociales y se envió allí un gran número de equipos de subyugación.","As coordenadas do ninho do dragão foram tornadas públicas nas redes sociais e um grande número de equipes de subjugação foi enviado para lá.","Die Koordinaten des Drachennestes wurden in den sozialen Medien veröffentlicht, und eine große Anzahl von Unterwerfungsteams wurde dorthin geschickt.","용의 둥지 좌표가 SNS에 공개되었고, 수많은 토벌대가 그곳으로 파견되었습니다."
"MSG_C_INTERNET_E_WIN","The rustling leaves of the Ents were seen as encrypted communications, and they were hacked to block them.","エントの持つ木の葉のざわめきを暗号通信と見做し、ハッキングで遮断した。","树人树叶沙沙作响的声音被视为加密通信，他们被黑客攻击来阻止它们。","Шелест листьев энтов рассматривался как зашифрованные сообщения, и они были взломаны, чтобы заблокировать их.","El crujido de las hojas de los Ents fue visto como comunicaciones encriptadas, y fueron hackeadas para bloquearlas.","O sussurro das folhas dos Ents foi visto como comunicações criptografadas, e eles foram hackeados para bloqueá-las.","Das Rascheln der Blätter der Ents wurde als verschlüsselte Kommunikation angesehen und gehackt, um sie zu blockieren.","엔트의 나뭇잎 바스락거리는 소리는 암호화된 통신으로 간주되었고, 이를 차단하기 위해 해킹되었습니다."
"MSG_C_INTERNET_F_LOSS","You tried to set the flies on fire, but since they are hated to begin with, they were unharmed.","ハエを炎上させようとしたが、奴らはそもそも嫌われ者なので無傷だった。","你试图点燃苍蝇，但由于它们本来就令人讨厌，所以它们没有受到伤害。","Вы пытались поджечь мух, но так как их и так ненавидят, они не пострадали.","Intentaste prender fuego a las moscas, pero como ya son odiadas de por sí, no sufrieron daños.","Você tentou colocar fogo nas moscas, mas como elas já são odiadas, elas não foram feridas.","Du hast versucht, die Fliegen in Brand zu setzen, aber da sie ohnehin gehasst werden, blieben sie unversehrt.","당신은 파리를 불태우려(비난하려) 했으나, 그들은 원래 미움을 받는 존재였기에 아무런 타격도 없었습니다."
