"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_ESCAPE_K_WIN","You broke the kobold line with split-second judgment. You were gone before they could regroup.","コボルドの包囲網を、一瞬の判断で突破した。彼らが互いに指示を出し合う間に, あなたの姿は地平線の彼方へ消えた。","凭瞬间的判断突破了狗头人的包围网。趁它们互相下达指示之际，你的身影已消失在地平线。","Вы прорвали строй кобольдов благодаря мгновенному решению. Вы исчезли прежде, чем они успели перегруппироваться.","Rompiste la línea de los kobolds con un juicio de una fracción de segundo. Te habías ido antes de que pudieran reagruparse.","Você quebrou a linha dos kobolds com um julgamento de fração de segundo. Você já tinha ido embora antes que eles pudessem se reagrupar.","Du hast die Linie der Kobolde mit einer Sekundenentscheidung durchbrochen. Du warst weg, bevor sie sich neu formieren konnten.","코볼트의 포위망을 찰나의 판단으로 돌파했습니다. 그들이 서로 지시를 주고받는 사이에 당신의 모습은 지평선 너머로 사라졌습니다."
"MSG_C_ESCAPE_L_WIN","You used a decoy to trick the lizard and escaped. The predator bit the lure while you fled.","リザードの鋭い感覚を欺くため、あなたは囮を使い撤退した。冷酷な捕食者が囮に食いつく間に、自由を手に入れた。","为了欺骗蜥蜴敏锐的感官，你使用诱饵撤退。趁冷酷的掠食者咬住诱饵之际，你重获自由。","Вы использовали приманку, чтобы обмануть ящерицу, и сбежали. Хищник укусил приманку, пока вы бежали.","Usaste un señuelo para engañar al lagarto y escapaste. El depredador mordió el señuelo mientras huías.","Você usou uma isca para enganar o lagarto e escapou. O predador mordeu a isca enquanto você fugia.","Du hast einen Köder benutzt, um die Echse auszutricksen, und bist entkommen. Das Raubtier biss in den Köder, während du flohst.","리저드의 날카로운 감각을 속이기 위해 당신은 미끼를 사용해 퇴각했습니다. 냉혹한 포식자가 미끼를 무는 사이 당신은 자유를 얻었습니다."
"MSG_C_ESCAPE_M_LOSS","The mummy's cursed chains tied your legs blocking flight. The undead drew near slowly.","マミーの放つ呪いの鎖があなたの脚を縛り、逃走を拒んだ。不死の怪物がゆっくりと、しかし確実に距離を詰める。","木乃伊发出的诅咒锁链绑住了你的脚，拒绝你逃走。不死的怪物缓慢但确实地拉近了距离。","Проклятые цепи мумии связали ваши ноги, не давая бежать. Нежить медленно приближалась.","Las cadenas malditas de la momia ataron tus piernas bloqueando la huida. El no-muerto se acercó lentamente.","As correntes amaldiçoadas da múmia amarraram suas pernas bloqueando a fuga. O morto-vivo se aproximou lentamente.","Die verfluchten Ketten der Mumie fesselten deine Beine und verhinderten die Flucht. Der Untote kam langsam näher.","미라가 뿜는 저주의 사슬이 당신의 다리를 묶어 도주를 막았습니다. 불사의 괴물이 천천히, 하지만 확실하게 거리를 좁혀옵니다."
"MSG_C_ESCAPE_N_LOSS","The naga's flexible body blocked your exit perfectly. Her tail sought your neck relentlessly.","ナーガのしなやかな胴体があなたの退路を完璧に塞いだ。美しき人面蛇の尾が、あなたの首元を執拗に狙う。","纳迦弯曲的胴体完美封锁了你的退路。美丽人面蛇的尾巴正执拗地瞄准你的咽喉。","Гибкое тело наги идеально преградило вам выход. Ее хвост неустанно искал вашу шею.","El cuerpo flexible de la naga bloqueó tu salida perfectamente. Su cola buscaba tu cuello sin descanso.","O corpo flexível da naga bloqueou sua saída perfeitamente. Sua cauda buscava seu pescoço implacavelmente.","Der flexible Körper der Naga versperrte deinen Ausgang perfekt. Ihr Schwanz suchte unerbittlich deinen Hals.","나가 유연한 몸체가 당신의 퇴로를 완벽하게 차단했습니다. 아름다운 인면뱀의 꼬리가 당신의 목덜미를 집요하게 노립니다."
"MSG_C_ESCAPE_O_WIN","Leaving the orc's roar behind you fled at full speed. Dodging its charge you felt the wind.","オークの咆哮を背に、あなたは一目散にその場を離脱した。力任せの突撃を華麗にかわし、あなたは自由の風を感じた。","背对着兽人的咆哮，你头也不回地脱离了现场。华丽地避开蛮力突击，你感受到了自由之风。","Оставив рев орка позади, вы бежали на полной скорости. Уклоняясь от его натиска, вы чувствовали ветер.","Dejando atrás el rugido del orco, huiste a toda velocidad. Esquivando su carga, sentiste el viento.","Deixando o rugido do orc para trás, você fugiu a toda velocidade. Esquivando-se de sua investida, você sentiu o vento.","Den Schrei des Orks hinter dir lassend, flohst du mit voller Geschwindigkeit. Beim Ausweichen seines Angriffs spürtest du den Wind.","오크의 포효를 뒤로하고 당신은 쏜살같이 그곳을 이탈했습니다. 힘에만 의존한 돌격을 화려하게 피하며 당신은 자유의 바람을 느꼈습니다."
"MSG_C_ESCAPE_P_WIN","Using patterns of light to hide your true form you fled. The pixie noticed too late.","ピクシーの幻惑の光を逆に利用し、あなたは本物の姿を隠して逃走した。光の精霊が気づいたとき、あなたはすでに安全な場所へ。","反过来利用小仙女迷幻的光芒掩护真身并逃跑。当光之精灵察觉时，你已身处安全地带。","Используя узоры света, чтобы скрыть свой истинный облик, вы сбежали. Пикси заметила это слишком поздно.","Usando patrones de luz para ocultar tu verdadera forma, huiste. La pixie se dio cuenta demasiado tarde.","Usando padrões de luz para esconder sua verdadeira forma, você fugiu. A pixie notou tarde demais.","Du hast Lichtmuster benutzt, um deine wahre Gestalt zu verbergen, und bist geflohen. Die Pixie merkte es zu spät.","픽시의 현혹의 빛을 역이용해 당신은 본래의 모습을 숨기고 도주했습니다. 빛의 정령이 알아차렸을 때 당신은 이미 안전한 곳에 있었습니다."
"MSG_C_ESCAPE_Q_LOSS","The coeurl's field disrupted your balance making flight impossible. You met with lightning.","クアールの電磁場があなたの平衡感覚を奪い、逃走を困難にした。失敗の報酬は、強烈な電撃の洗礼だった。","夸尔的电磁场夺走了你的平衡感，令逃跑变得困难。失败的回报是强烈的电击洗礼。","Поле куарла нарушило ваше равновесие, сделав бегство невозможным. Вы встретились с молнией.","El campo del coeurl alteró tu equilibrio haciendo imposible la huida. Te encontraste con el rayo.","O campo do coeurl perturbou seu equilíbrio tornando a fuga impossível. Você se encontrou com o relâmpago.","Das Feld des Coeurls störte dein Gleichgewicht und machte die Flucht unmöglich. Du wurdest vom Blitz getroffen.","쿠알의 전자기장이 당신의 평형감각을 빼앗아 도주를 어렵게 만들었습니다. 실패의 대가는 강렬한 전격의 세례였습니다."
"MSG_C_ESCAPE_R_LOSS","Countless rats filled your escape route leaving no exit. You despaired at nature's rule.","数に勝るラットの群れがあなたの退路を埋め尽くし、逃げ場を失わせた。弱肉強食の摂理を前に、あなたは絶望を知る。","数量占优的老鼠群填满了你的退路，让你无处可逃。在弱肉强食的摄理面前，你感到了绝望。","Бесчисленные крысы заполнили ваш путь отступления, не оставив выхода. Вы отчаялись перед законом природы.","Innumerables ratas llenaron tu ruta de escape sin dejar salida. Desesperaste ante la ley de la naturaleza.","Incontáveis ratos encheram sua rota de fuga sem deixar saída. Você se desesperou com a regra da natureza.","Unzählige Ratten füllten deinen Fluchtweg und ließen keinen Ausgang. Du verzweifeltest an der Regel der Natur.","수적으로 우세한 쥐 떼가 당신의 퇴로를 가득 메워 도망칠 곳을 잃게 했습니다. 약육강식의 섭리 앞에서 당신은 절망을 알게 됩니다."
"MSG_C_ESCAPE_S_LOSS","Slime mucus covered the ground slowing your steps. Swallowed by the dark you faced death.","スライムの粘液が地面を覆い、あなたの足取りを重くさせた。粘つく闇に飲まれたあなたは、逃れることのできない死を悟る。","史莱姆的粘液覆盖了地面，令你举步维艰。被粘稠黑暗吞没的你，领悟到了无法逃避之死。","Слизь покрыла землю, замедляя ваши шаги. Проглоченный тьмой, вы встретили смерть.","La mucosidad del limo cubrió el suelo ralentizando tus pasos. Tragado por la oscuridad, te enfrentaste a la muerte.","O muco do slime cobriu o chão retardando seus passos. Engolido pela escuridão, você enfrentou a morte.","Schleim bedeckte den Boden und verlangsamte deine Schritte. Von der Dunkelheit verschlungen, blicktest du dem Tod ins Auge.","슬라임의 점액이 지면을 뒤덮어 당신의 발걸음을 무겁게 만들었습니다. 끈적이는 어둠에 삼켜진 당신은 피할 수 없는 죽음을 예감합니다."
"MSG_C_ESCAPE_T_LOSS","The troll's massive body stood as a wall blocking you. Before this despair your heart broke.","トロールの巨体が壁となって立ちはだかり、あなたの脱出を阻んだ。絶望の光景を前に, あなたの心は折れた。","巨魔的巨体化作高墙拦住了你的去路。面对这绝望的光景，你的心志崩溃了。","Массивное тело тролля стояло стеной, преграждая вам путь. Перед этим отчаянием ваше сердце разбилось.","El cuerpo masivo del troll se erigió como un muro bloqueándote. Ante esta desesperación, tu corazón se rompió.","O corpo massivo do troll ergueu-se como uma parede bloqueando você. Diante desse desespero, seu coração se partiu.","Der massive Körper des Trolls stand wie eine Mauer vor dir. Angesichts dieser Verzweiflung brach dein Herz.","트롤의 거대한 몸집이 벽이 되어 가로막으며 당신의 탈출을 저지했습니다. 절망적인 광경 앞에서 당신의 마음은 꺾이고 말았습니다."
"MSG_C_ESCAPE_U_LOSS","Without physical forms the undead followed you like shadows. Death's cold chill froze you.","アンデッドには実体がないため、影のようにあなたを追跡し続ける。冷たい死の気配が、あなたの心臓を凍りつかせた。","由于不死族没有实态，它们如影随形般地追迹着你。冰冷的死亡气息令你的心脏感到冻。","Не имея физических форм, нежить следовала за вами как тени. Ледяной холод смерти сковал вас.","Sin formas físicas, los no-muertos te seguían como sombras. El gélido escalofrío de la muerte te congeló.","Sem formas físicas, os mortos-vivos seguiam você como sombras. O calafrio gelado da morte congelou você.","Ohne körperliche Form folgten dir die Untoten wie Schatten. Der kalte Schauer des Todes ließ dich gefrieren.","언데드는 실체가 없기에 그림자처럼 당신을 계속 추적합니다. 차가운 죽음의 기운이 당신의 심장을 얼어붙게 만들었습니다."
"MSG_C_ESCAPE_V_LOSS","The vampire moved through the dark to block your path. A white breath announced your end.","ヴァンパイアは闇に紛れて先回りし、あなたの行く手を遮った。白い吐息が、死の訪れを告げる旋律となる。","吸血鬼隐于黑暗并预先绕到了前方，拦住了去路。白色的吐息化作了预告死亡降临的旋律。","Вампир двигался сквозь тьму, чтобы преградить вам путь. Белое дыхание возвестило о вашем конце.","El vampiro se movió a través de la oscuridad para bloquear tu camino. Un aliento blanco anunció tu final.","O vampiro moveu-se através da escuridão para bloquear seu caminho. Um sopro branco anunciou seu fim.","Der Vampir bewegte sich durch die Dunkelheit, um deinen Weg zu versperren. Ein weißer Hauch verkündete dein Ende.","뱀파이어는 어둠 속에 숨어 앞질러가 당신의 길을 가로막았습니다. 하얀 입김이 죽음의 방문을 알리는 선율이 됩니다."
"MSG_C_ESCAPE_W_LOSS","The wolf pack blocked your exit with perfect teamwork. The leader's howl announced your end.","ウルフの群れが完璧な連携であなたの退路を断った。リーダーの遠吠えが、あなたの最期を告げる旋律となる。","狼群以完美的协作断绝了你的退路。首领的远嚎成了预告你终焉的旋律。","Волчья стая преградила вам выход благодаря идеальной командной работе. Вой вожака возвестил о вашем конце.","La manada de lobos bloqueó tu salida con un trabajo en equipo perfecto. El aullido del líder anunció tu final.","A alcatéia de lobos bloqueou sua saída com um trabalho em equipe perfeito. O uivo do líder anunciou seu fim.","Das Wolfsrudel versperrte deinen Ausgang mit perfektem Teamwork. Das Heulen des Anführers verkündete dein Ende.","울프 무리가 완벽한 연계로 당신의 퇴로를 차단했습니다. 리더의 울음소리가 당신의 마지막을 알리는 선율이 됩니다."
"MSG_C_ESCAPE_X_LOSS","Xalthis predicted your path and refused to let you go. Its tenacity filled you with despair.","ザルティスの不気味な多足があなたの逃走経路を先読みし、接近を許さない。魔物の執念が、あなたの精神を絶望で満たした。","扎尔提斯诡异的多肢预判了你的逃跑路线，不让你离开。魔物的执念令你的精神充满了绝望。","Ксалтис предсказал ваш путь и отказался отпускать вас. Его упорство наполнило вас отчаянием.","Xalthis predijo tu camino y se negó a dejarte ir. Su tenacidad te llenó de desesperación.","Xalthis previu seu caminho e se recusou a deixá-lo ir. Sua tenacidade encheu você de desespero.","Xalthis sagte deinen Weg voraus und weigerte sich, dich gehen zu lassen. Seine Beharrlichkeit erfüllte dich mit Verzweiflung.","잘티스의 기분 나쁜 다리가 당신의 도주 경로를 미리 읽고 접근을 허용하지 않습니다. 마물의 집념이 당신의 정신을 절망으로 채웠습니다."
"MSG_C_ESCAPE_Y_LOSS","The yeti's blizzard froze your feet to the ground. The weapon slipped from your unfeeling hand.","イエティの吹雪のような冷気が、あなたの足を地面に凍りつかせた。感覚のなくなった手から、獲物が滑り落ちる。","雪人如暴风雪般的冷气将你的脚冻在了地面上。从失去知觉的手中，猎物滑落了。","Метель йети приморозила ваши ноги к земле. Оружие выскользнуло из вашей онемевшей руки.","La ventisca del yeti congeló tus pies al suelo. El arma se resbaló de tu mano entumecida.","A ventania do yeti congelou seus pés no chão. A arma escorregou de sua mão sem sensibilidade.","Der Schneesturm des Yeti fror deine Füße am Boden fest. Die Waffe entglitt deiner gefühllosen Hand.","예티의 눈보라가 당신의 발을 땅에 얼려버렸습니다. 감각이 없는 손에서 무기가 미끄러졌습니다."
"MSG_C_ENERGYDRINK_A_LOSS","The ants thrived on the caffeine, coordinating with lightning speed to swarm and overwhelm you in seconds.","エナドリで異常に活性化したアリたちは、雷のような速度で連携しながらあなたを包囲し、一瞬のうちに飲み込んだ。","通过能量饮料异常活跃的蚂蚁们，以闪电般的速度协作将你包围，瞬间将你吞没。","Муравьи процветали на кофеине, координируясь с молниеносной скоростью, чтобы окружить и сокрушить вас за секунды.","Las hormigas prosperaron con la cafeína, coordinándose con una velocidad vertiginosa para rodearte y abrumarte en segundos.","As formigas prosperaram com a cafeína, coordenando-se com uma velocidade relâmpago para cercar e dominar você em segundos.","Die Ameisen gediehen durch das Koffein und koordinierten sich mit blitzartiger Geschwindigkeit, um dich in Sekundenschnelle zu umschwärmen und zu überwältigen.","에너지 드링크로 이상 활성화된 개미들은 번개 같은 속도로 연계하며 당신을 포위하고 순식간에 집어삼켰습니다."
"MSG_C_ENERGYDRINK_B_LOSS","Boosted by caffeine, the bat navigated the dark corridors with superhuman aggression and precision.","カフェインによって極限まで興奮したコウモリは、暗闇の廊下をかつてない凶暴さと正確さで縦横無尽に飛び回り、あなたを追い詰めた。","由于咖啡因的作用而极度兴奋的蝙蝠，在黑暗的走廊中以史无前例的凶残和精确四处乱飞，将你逼入绝境。","Подстегиваемая кофеином, летучая мышь перемещалась по темным коридорам с нечеловеческой агрессией и точностью.","Impulsado por la cafeína, el murciélago navegó por los oscuros pasillos con una agresión y precisión sobrehumanas.","Impulsionado pela cafeína, o morcego navegou pelos corredores escuros com agressividade e precisão sobre-humanas.","Angetrieben durch Koffein navigierte die Fledermaus mit übermenschlicher Aggression und Präzision durch die dunklen Korridore.","카페인에 의해 극한까지 흥분한 박쥐는 어두운 복도를 유례없는 흉포함과 정확성으로 종횡무진 누비며 당신을 몰아넣었습니다."
"MSG_C_ENERGYDRINK_C_WIN","When you gave a cobra some energy drink, it reacted chemically with its own poison and foamed at the mouth.","コブラにエナドリを飲ませたら、自らの猛毒と化学反応を起こして口から泡を吹いた。","当你给眼镜蛇喝能量饮料时，它与自身的毒药发生化学反应并在嘴里起泡沫。","Когда вы дали кобре энергетический напиток, он вступил в химическую реакцию с ее собственным ядом, и у нее пошла пена изо рта.","Cuando le diste a una cobra una bebida energética, esta reaccionó químicamente con su propio veneno y le salió espuma por la boca.","Quando você deu uma bebida energética a uma cobra, ela reagiu quimicamente com seu próprio veneno e ela espumou pela boca.","Als du einer Kobra einen Energydrink gabst, reagierte dieser chemisch mit ihrem eigenen Gift und sie schäumte aus dem Mund.","코브라에게 에너지 드링크를 먹였더니 자신의 맹독과 화학 반응을 일으켜 입에서 거품을 뿜었습니다."
"MSG_C_ENERGYDRINK_D_WIN","The energy drink caused the dragon's internal fire to exceed its limits, incinerating its own throat and silencing its roar forever.","エナドリによってドラゴンの体内火力が限界を突破し、自らの喉を焼き尽くして咆哮を永遠に封じた。","由于能量饮料的作用，巨龙体内的火力突破了极限，烧毁了自己的喉咙，令其咆哮永远沈默了。","Энергетический напиток заставил внутренний огонь дракона превысить пределы, испепелив его собственное горло и навсегда заставив замолчать его рев.","La bebida energética hizo que el fuego interno del dragón excediera sus límites, incinerando su propia garganta y silenciando su rugido para siempre.","A bebida energética fez com que o fogo interno do dragão excedesse seus limites, incinerando sua própria garganta e silenciando seu rugido para sempre.","Der Energydrink führte dazu, dass das innere Feuer des Drachen seine Grenzen überschritt, seine eigene Kehle verbrannte und sein Brüllen für immer verstummte.","에너지 드링크로 인해 드래곤의 체내 화력이 한계를 돌파하여 자신의 목구멍을 태워버리고 포효를 영원히 봉인했습니다."
"MSG_C_ENERGYDRINK_E_WIN","When you fed the Ents as fertilizer, they grew so much that their trunks broke under their own weight.","エナドリを肥料としてエントに与えたら、成長しすぎて自重で幹がへし折れた。","当你给恩特们喂肥料时，它们长得如此之大，以至于它们的树干在自身重量的作用下折断了。","Когда вы подкормили Энтов удобрением, они выросли так сильно, что их стволы сломались под собственным весом.","Cuando alimentaste a los Ents como fertilizante, crecieron tanto que sus troncos se rompieron bajo su propio peso.","Quando você alimentou os Ents como fertilizante, eles cresceram tanto que seus troncos quebraram sob seu próprio peso.","Als du die Ents mit Dünger füttertest, wuchsen sie so stark, dass ihre Stämme unter ihrem eigenen Gewicht brachen.","에너트에게 에너지 드링크를 비료로 주었더니 너무 많이 자라나 버려 자신의 무게를 이기지 못하고 줄기가 부러졌습니다."
"MSG_C_ENERGYDRINK_F_LOSS","The sweet scent attracted a dense cloud of flies that blinded you, leading you to stumble into a deadly trap.","エナドリの甘い匂いに誘われてハエの厚い雲が発生し、視界を奪われたあなたはそのまま奈落の底へと足を踏み外した。","被能量饮料的甜味吸引，产生了厚厚的苍蝇云，夺走视线的你就这样踏空落入了深渊。","Сладкий запах привлек густое облако мух, которое ослепило вас, заставив угодить в смертельную ловушку.","El aroma dulce atrajo una densa nube de moscas que te cegó, llevándote a tropezar en una trampa mortal.","O aroma doce atraiu uma nuvem densa de moscas que o cegou, levando-o a tropeçar em uma armadilha mortal.","Der süße Duft lockte eine dichte Fliegenwolke an, die dich blendete und dazu führte, dass du in eine tödliche Falle stolpertest.","에너지 드링크의 달콤한 냄새에 이끌려 파리 떼가 구름처럼 발생했고, 시야를 빼앗긴 당신은 그대로 나락으로 발을 헛디뎠습니다."
"MSG_C_ENERGYDRINK_G_WIN","A goblin stole Enadori and drank it, and in his excitement, his friends started fighting each other and destroyed themselves.","ゴブリンがエナドリを盗み飲みし、興奮して仲間同士で殴り合いを始めて自滅した。","一个妖精偷了 Enadori 并喝了它，在他的兴奋中，他的朋友们开始互相争斗并毁灭了自己。","Гоблин украл Энадори и выпил его, и в возбуждении его друзья начали драться друг с другом и уничтожили себя.","Un goblin robó Enadori y lo bebió, y en su emoción, sus amigos comenzaron a pelear entre ellos y se destruyeron a sí mismos.","Um goblin roubou Enadori e bebeu, e em sua excitação, seus amigos começaram a lutar entre si e se destruíram.","Ein Goblin stahl den Energydrink und trank ihn, und in seiner Aufregung fingen seine Freunde an, gegeneinander zu kämpfen und vernichteten sich selbst.","고블린이 에너지 드링크를 훔쳐 마시고는 흥분해서 동료들끼리 서로 싸우기 시작하다 자멸했습니다."
