"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_SLASH_L_WIN","A precise strike at the scale's gap pierced the lizard's throat. Its cold eyes lost their light.","鱗の隙間を狙った精密な一撃が、リザードの喉元を突いた。冷血な瞳が光を失っていく。","瞄准鳞片缝隙的精密一击刺穿了蜥蜴的咽喉。冰冷的瞳孔渐渐失去了光彩。","Точный удар в щель между чешуйками пронзил горло ящерицы. Ее холодные глаза потеряли свет.","Un golpe preciso en el hueco de la escama atravesó la garganta del lagarto. Sus ojos fríos perdieron su luz.","Um golpe preciso na fresta da escama perfurou a garganta do lagarto. Seus olhos frios perderam a luz.","Ein präziser Schlag in die Schuppenlücke durchbohrte die Kehle der Eidechse. Ihre kalten Augen verloren ihr Licht.","비늘 틈새를 노린 정밀한 일격이 도마뱀의 목을 찔렀습니다. 냉혹한 눈동자가 빛을 잃어갑니다."
"MSG_C_SLASH_M_WIN","You sliced through the mummy's heart bandages and all. Its millennia-long wandering finally ended.","腐食した包帯ごと、マミーの呪われた心臓を切り裂いた。数千年の彷徨が、今終わりを迎えた。","连同腐蚀的绷带一起切开了木乃伊被诅咒的心脏。几千年的彷徨在此刻迎来了终焉。","Вы прорезали сердце мумии вместе с бинтами. Его тысячелетние скитания наконец закончились.","Cortaste el corazón de la momia, vendajes y todo. Su vagabundeo de milenios finalmente terminó.","Você cortou o coração da múmia, bandagens e tudo. Seu vagar de milênios finalmente terminou.","Du hast das Herz der Mumie mitsamt den Binden durchschnitten. Ihr jahrtausendelanges Wandern war endlich zu Ende.","부식된 붕대와 함께 미라의 저주받은 심장을 베어버렸습니다. 수천 년의 방황이 이제 끝을 맺었습니다."
"MSG_C_SLASH_N_WIN","You cut through the naga's supple body with one stroke. The beautiful serpent's end was a pitiful cry.","ナーガのしなやかな胴体を一文字に切り捨てた。美しき人面蛇の最期は、哀れな叫びだった。","将纳迦曲线优美的胴体一刀两断。美丽人面蛇的最后，是可怜的哀鸣。","Вы одним ударом прорубили гибкое тело наги. Конец прекрасной змеи был жалобным криком.","Cortaste el flexible cuerpo de la naga de un solo golpe. El fin de la hermosa serpiente fue un grito lastimoso.","Você cortou o corpo flexível da naga com um só golpe. O fim da bela serpente foi um grito piedoso.","Du hast den geschmeidigen Körper der Naga mit einem Streich durchschnitten. Das Ende der schönen Schlange war ein jämmerlicher Schrei.","나가의 유연한 몸통을 단번에 베어 넘겼습니다. 아름다운 인면뱀의 최후는 가련한 비명이었습니다."
"MSG_C_SLASH_O_LOSS","Your sword was repelled by the orc's massive axe. A follow-up strike assaulted your numbed arm.","オークの巨大な斧と正面からぶつかり、剣が弾き返された。衝撃で痺れた腕を、怪力の追撃が襲う。","你的剑与兽人的巨斧正面碰撞，被弹了回来。强力的追击袭向了你因冲击而麻木的手臂。","Ваш меч был отражен массивным топором орка. Последующий удар пришелся по вашей онемевшей руке.","Tu espada fue repelida por el hacha masiva del orco. Un golpe de seguimiento asaltó tu brazo entumecido.","Sua espada foi repelida pelo enorme machado do orc. Um golpe seguinte atingiu seu braço entorpecido.","Dein Schwert wurde von der massiven Axt des Orks abgewehrt. Ein Folgeschlag suchte deinen tauben Arm heim.","오크의 거대한 도끼와 정면으로 부딪혀 검이 튕겨 나갔습니다. 충격으로 저린 팔에 괴력의 추격이 이어집니다."
"MSG_C_SLASH_P_WIN","Slicing through the phantom light you caught the hidden pixie. Its small life vanished as a beam.","幻惑の光を切り裂き、身を隠したピクシーの居場所を捉えた。小さな命は一筋の光となって消えた。","斩开了幻惑之光，捕捉到了隐藏行踪的小仙女。微小的生命化作一道光芒消失了。","Прорезав призрачный свет, вы поймали скрытую пикси. Ее маленькая жизнь исчезла в виде луча.","Cortando a través de la luz fantasma, atrapaste a la pixie escondida. Su pequeña vida desapareció como un rayo.","Cortando a luz fantasmagórica, você pegou a pixie escondida. Sua pequena vida desapareceu como um feixe de luz.","Du hast das Phantomlicht durchschnitten und die versteckte Pixie erwischt. Ihr kleines Leben erlosch als Strahl.","환혹의 빛을 가르고 숨어있던 픽시를 찾아냈습니다. 작은 생명은 한 줄기 빛이 되어 사라졌습니다."
"MSG_C_SLASH_Q_WIN","A lightning-fast slash severed both the coeurl's feelers. Deprived of its weapon the beast fell.","電光石火の斬撃が、クアールの二本の触角を同時に切り離した。最大の武器を失い、獣は倒れた。","电光石火般的斩击同时切断了夸尔的两根触角。失去了最强武器的猛兽倒下了。","Молниеносный удар отсек оба щупальца керла. Лишенный своего оружия, зверь пал.","Un tajo veloz como el rayo cortó ambos sensores del coeurl. Privada de su arma, la bestia cayó.","Um corte rápido como um raio decepou ambos os fios do Coeurl. Privada de sua arma, a besta caiu.","Ein blitzschneller Schnitt trennte beide Fühler des Coeurls ab. Seiner Waffe beraubt, fiel die Bestie.","전광석화 같은 참격이 쿠알의 두 촉수를 동시에 잘라냈습니다. 최대의 무기를 잃은 짐승은 쓰러졌습니다."
"MSG_C_SLASH_R_WIN","One sweep scattered the rats and killed their leader. The leaderless pack dispersed in a panic.","ラットの集団を一薙ぎで蹴散らし、ボスと思しき個体を仕留めた。統率を失った群れは霧散した。","横扫一圈击散了老鼠群，并解决了看似头领的个体。失去统帅的鼠群四散奔逃。","Одним взмахом вы разогнали крыс и убили их вожака. Стая без вожака в панике разбежалась.","Un barrido dispersó a las ratas y mató a su líder. La manada sin líder se dispersó en pánico.","Um golpe dispersou os ratos e matou seu líder. A alcateia sem líder se dispersou em pânico.","Ein Streich verscheuchte die Ratten und tötete ihren Anführer. Das anführerlose Rudel zerstreute sich in Panik.","단 한 번의 휘두름으로 쥐 떼를 흩어놓고 우두머리로 보이는 개체를 처치했습니다. 통솔을 잃은 무리는 흩어졌습니다."
"MSG_C_SLASH_S_WIN","Despite the sticky sludge you cut the slime's core in two. The monster returned to a mere puddle.","粘液に足を取られながらも、スライムの核を真っ二つに切り裂いた。怪物はただの水まりへと還った。","虽被粘液绊住了脚，你还是将史莱姆的核心一分为二。怪物变回了一滩平凡的水渍。","Несмотря на липкую слизь, вы разрубили ядро слизня пополам. Монстр превратился в обычную лужу.","A pesar del lodo pegajoso, cortaste el núcleo del limo en dos. El monstruo volvió a ser un mero charco.","Apesar da lama pegajosa, você cortou o núcleo do slime ao meio. O monstro voltou a ser uma mera poça.","Trotz des klebrigen Schlamms hast du den Kern des Schleims entzwei geschnitten. Das Monster wurde wieder zu einer bloßen Pfütze.","점액에 발이 묶이면서도 슬라임의 핵을 두 동강 냈습니다. 괴물은 그저 한 고인 물로 돌아갔습니다."
"MSG_C_SLASH_T_LOSS","The troll's thick fat and regeneration blocked your blade. Before its healing your sword snapped.","トロールの分厚い脂肪と驚異の再生力が、刃の到達を拒んだ。絶望的な回復を前に、あなたの剣は折れた。","巨魔肥厚的脂肪和惊人的再生力挡住了刃尖。在令人绝望的恢复力面前，你的剑折断了。","Толстый жир и регенерация тролля заблокировали ваше лезвие. Прежде чем он исцелился, ваш меч сломался.","La gruesa grasa y la regeneración del troll bloquearon tu hoja. Antes de su curación, tu espada se rompió.","A gordura espessa e a regeneração do troll bloquearam sua lâmina. Antes de sua cura, sua espada quebrou.","Das dicke Fett und die Regeneration des Trolls blockierten deine Klinge. Vor seiner Heilung zerbrach dein Schwert.","트롤의 두꺼운 지방과 경이로운 재생력이 칼날의 침투를 막았습니다. 절망적인 회복력 앞에서 당신의 검은 부러졌습니다."
"MSG_C_SLASH_U_WIN","Your magically infused blade cut through the ghostly undead like mist. It was bathed in purifying light.","魔力が込められた刃が、実体のないアンデッドを霧のように切り裂いた。亡霊は浄化の光に包まれた。","注入魔力的利刃像切开雾气般斩开了虚幻的不死族。亡灵被净化之光包围了。","Ваш магический клинок прорезал призрачную нежить, как туман. Она была омыта очищающим светом.","Tu hoja infundida de magia cortó al no muerto fantasmal como si fuera niebla. Fue bañado en una luz purificadora.","Sua lâmina imbuída de magia cortou o morto-vivo fantasmagórico como névoa. Ele foi banhado em luz purificadora.","Deine magisch durchdrungene Klinge schnitt wie Nebel durch die geisterhaften Untoten. Er wurde in reinigendes Licht getaucht.","마력이 깃든 칼날이 실체가 없는 언데드를 안개처럼 베어 넘겼습니다. 망령은 정화의 빛에 휩싸였습니다."
"MSG_C_SLASH_V_WIN","Predicting the vampire's speed you drove the silver blade into his chest. The noble turned to ash."," ヴァンパイアの高速移動を見切り、その胸中央に白銀の刃を立てた。闇の貴族は灰へと崩れ去った。","看破了吸血鬼的高速移动，将白银之刃刺入了他的胸心。黑暗贵族化作灰烬消逝了。","Предсказав скорость вампира, вы вонзили серебряный клинок ему в грудь. Дворянин превратился в пепел.","Prediciendo la velocidad del vampiro, clavaste la hoja de plata en su pecho. El noble se convirtió en ceniza.","Prevendo a velocidade do vampiro, você cravou a lâmina de prata em seu peito. O nobre transformou-se em cinzas.","Da du die Geschwindigkeit des Vampirs vorausgesehen hast, stießt du die Silberklinge in seine Brust. Der Adlige zerfiel zu Asche.","뱀파이어의 고속 이동을 간파하고 그 가슴 중앙에 은색 칼날을 꽂았습니다. 어둠의 귀족은 재가 되어 흩어졌습니다."
"MSG_C_SLASH_W_LOSS","Your sword only cut the air against the wolf's agility. A packmate's fangs caught your leg.","ウルフの俊敏な身のこなしに、剣は空を裂くばかりだ。闇から現れた仲間の牙が、あなたの脚を捉えた。","狼敏捷的身法让你只能空砍。从黑暗中现身的同伴毒牙攫住了你的小腿。","Ваш меч лишь рассекал воздух перед ловкостью волка. Клыки его сородича вцепились вам в ногу.","Tu espada solo cortó el aire ante la agilidad del lobo. Los colmillos de un compañero de manada atraparon tu pier.","Sua espada apenas cortou o ar diante da agilidade do lobo. As presas de um companheiro de alcateia pegaram sua perna.","Dein Schwert schnitt gegen die Beweglichkeit des Wolfs nur in die Luft. Die Fänge eines Rudelgefährten erwischten dein Bein.","늑대의 민첩한 몸놀림에 검은 허공을 가를 뿐입니다. 어둠 속에서 나타난 동료의 송곳니가 당신의 다리를 낚아챕니다."
"MSG_C_SLASH_X_LOSS","Xalthis's many legs entangled and sealed your sword. A venomous tail aimed for your throat.","ザルティスの入り組んだ多足が剣を絡め取り、封じた。死を運ぶ尾の毒針が、静かに喉元を狙う。","扎尔提斯错综复杂的多肢纠缠住并封锁了你的剑。死神的尾部毒针静静地瞄准了你的咽喉。","Множество ног Ксалтиса запутало и заблокировало ваш меч. Ядовитый хвост нацелился вам в горло.","Las muchas patas de Xalthis enredaron y sellaron tu espada. Una cola venenosa apuntó a tu garganta.","As muitas pernas de Xalthis emaranharam e selaram sua espada. Uma cauda venenosa mirou em sua garganta.","Xalthis' viele Beine verstrickten und versiegelten dein Schwert. Ein giftiger Schwanz zielte auf deine Kehle.","잘시스의 복잡한 다리들이 검을 휘감아 봉쇄했습니다. 죽음을 운반하는 꼬리의 독침이 조용히 목덜미를 노립니다."
"MSG_C_SLASH_Y_WIN","Cutting through the blizzard you drove your blade into the yeti's heart. The giant fell into eternal sleep.","吹雪を切り払い、イエティの心臓目掛けて渾身の突きを放った。雪山の巨人は静かに眠りについた。","斩开了暴风雪，对着雪人的心脏使出全身力气的一刺。雪山巨人静静地进入了长眠。","Прорвавшись сквозь метель, вы вонзили клинок в сердце йети. Великан уснул вечным сном.","Cortando a través de la ventisca, clavaste tu hoja en el corazón del yeti. El gigante cayó en un sueño eterno.","Cortando a nevasca, você cravou sua lâmina no coração do yeti. O gigante caiu em sono eterno.","Du hast den Schneesturm durchschnitten und deine Klinge in das Herz des Yetis gestoßen. Der Riese fiel in ewigen Schlaf.","눈보라를 헤치고 예티의 심장을 향해 혼신의 일격을 날렸습니다. 설산의 거인은 조용히 영면에 들었습니다."
"MSG_C_SLASH_Z_LOSS","No matter how much you sliced the zombie didn't stop. Caught by its arms you knew despair.","腐った肉を何度斬り裂こうとも、ゾンビは止まらない。生気を吸い取る腕に捕まり、あなたは絶望を知る。","无论切开腐肉多少次，僵尸都没有停止。被那吸取生气的双臂抓住，你感到了绝望。","Сколько бы вы ни резали, зомби не останавливался. Пойманный его руками, вы познали отчаяние.","No importa cuánto cortaras, el zombi no se detuvo. Atrapado por sus brazos, conociste la desesperación.","Não importa o quanto você cortasse, o zumbi não parava. Preso por seus braços, você conheceu o desespero.","Egal wie viel du schnittest, der Zombie hörte nicht auf. Von seinen Armen gepackt, lerntest du die Verzweiflung kennen.","썩은 고기를 몇 번을 베어도 좀비는 멈추지 않습니다. 생기를 빨아들이는 팔에 붙잡혀 당신은 절망을 맛봅니다."
"MSG_C_STAB_A_LOSS","You stabbed at the ant's hard shell but your spear glided off. The impact numbed your arm.","アリの硬い甲羅を突いたが、槍先が滑ってしまった。弾き返された衝撃で、腕の感覚が麻痺する。","你刺向蚂蚁坚硬的甲壳，枪尖却打滑了。被反弹回来的冲击力震得手臂一阵发麻。","Вы ударили в твердый панцирь муравья, но копье соскользнуло. От удара у вас онемела рука.","Apuñalaste el caparazón duro de la hormiga, pero tu lanza se resbaló. El impacto entumeció tu brazo.","Você esfaqueou a carapaça dura da formiga, mas sua lança escorregou. O impacto entorpeceu seu braço.","Du hast auf den harten Panzer der Ameise eingestochen, aber dein Speer glitt ab. Der Aufprall machte deinen Arm taub.","개미의 단단한 갑각을 찔렀지만 창끝이 미끄러지고 말았습니다. 튕겨 나온 충격으로 팔의 감각이 마비됩니다."
"MSG_C_STAB_B_WIN","You pierced the bat's vital spot. The small body fell to the cold earth without a single flap.","コウモリの急所を的確に貫いた。小さな体は、羽ばたくことも叶わず、冷たい大地へと沈んだ。","你精准地贯穿了蝙蝠的要害。那娇小的身体甚至没来得及振翅，便沉入了冰冷的大地。","Вы пронзили жизненно важное место летучей мыши. Маленькое тельце упало на холодную землю без единого взмаха.","Perforaste el punto vital del murciélago. El pequeño cuerpo cayó a la tierra fría sin un solo aleteo.","Você perfurou o ponto vital do morcego. O pequeno corpo caiu na terra fria sem bater as asas uma única vez.","Du hast die lebenswichtige Stelle der Fledermaus durchbohrt. Der kleine Körper fiel ohne einen einzigen Flügelschlag auf die kalte Erde.","박쥐의 급소를 정확히 꿰뚫었습니다. 작은 몸은 날갯짓 한 번 못 해보고 차가운 대지로 가라앉았습니다."
"MSG_C_STAB_C_WIN","A lightning-fast thrust shot through the cobra's head. Its venomous fangs trembled uselessly at your feet.","毒蛇の鎌首を、稲妻のような一突きが射抜いた。猛毒の宿る牙が、あなたの足元で空しく震えた。","如闪电般的一刺射穿了毒蛇的头。那对蕴含剧毒的獠牙在你脚边徒劳地颤抖。","Молниеносный выпад пробил голову кобры. Ее ядовитые клыки бесполезно дрожали у ваших ног.","Una estocada veloz como el rayo atravesó la cabeza de la cobra. Sus colmillo venenosos temblaron inútilmente a tus pies.","Um golpe rápido como um raio atravessou a cabeça da cobra. Suas presas venenosas tremeram inutilmente aos seus pés.","Ein blitzschneller Stoß schoss durch den Kopf der Kobra. Ihre giftigen Fänge zitterten nutzlos zu deinen Füßen.","독사의 목을 번개 같은 일격이 꿰뚫었습니다. 맹독이 서린 송곳니가 당신의 발치에서 허무하게 떨립니다."
"MSG_C_STAB_D_WIN","You drove your spear deep into the dragon's eye. A sky-tearing cry echoed as the ancient monster fell.","巨竜の瞳へと槍を深く突き立てた。天をも裂く断末魔が響き渡り、最古の怪物が崩れ去った。","你将长枪深深刺入了巨龙的眼瞳。震撼天空的临死哀鸣响彻四周，最古老的怪物轰然倒下。","Вы вонзили копье глубоко в глаз дракона. Раздался крик, раздирающий небо, когда древнее чудовище пало.","Clavaste tu lanza profundamente en el ojo del dragón. Un grito que desgarró el cielo resonó mientras el antiguo monstruo caía.","Você cravou sua lança profundamente no olho do dragão. Um grito que rasgou o céu ecoou enquanto o antigo monstro caía.","Du hast deinen Speer tief in das Auge des Drachen getrieben. Ein himmelzerreißender Schrei hallte wider, als das antike Monster fiel.","거룡의 눈에 창을 깊숙이 찔러 넣었습니다. 하늘을 가르는 단말마가 울려 퍼지며 최고(最古)의 괴물이 무너졌습니다."
"MSG_C_STAB_E_WIN","You stabbed the wood spirit's core knot without hesitation. The old tree withered in silence.","木の精霊の核となる節を、迷いなく突き落とした。生命の循環が絶たれ、古木は静かに枯れ果てた。","你毫不犹豫地刺中了树精的核心节疤。生命循环被切断，枯木静静地彻底干涸。","Вы без колебаний ударили в центральный узел древесного духа. Старое дерево безмолвно засохло.","Apuñalaste el nudo central del espíritu del bosque sin dudarlo. El viejo árbol se marchitó en silencio.","Você esfaqueou o nó central do espírito da madeira sem hesitação. A velha árvore murchou em silêncio.","Du hast den Kernknoten des Waldgeistes ohne Zögern erstochen. Der alte Baum verdorrte in der Stille.","나무 정령의 핵이 되는 옹이를 망설임 없이 찔렀습니다. 생명의 순환이 끊기고 고목은 조용히 말라 죽었습니다."
"MSG_C_STAB_F_WIN","Your spearpoint beautifully caught the fly in mid-air. Even the wind silenced at the delicate blow.","宙を舞うハエを、一本の槍先が美しく捉えた。あまりに繊細な一撃に、風さえも沈黙した。","枪尖优美地捉住了在空中盘旋的苍蝇。面对这极其细腻的一击，连风都陷入了沉寂。","Острие вашего копья красиво поймало муху в воздухе. Даже ветер затих от этого деликатного удара.","La punta de tu lanza atrapó bellamente a la mosca en el aire. Incluso el viento se silenció ante el delicado golpe.","A ponta de sua lança pegou lindamente a mosca no ar. Até o vento silenciou diante do golpe delicado.","Deine Speerspitze fing die Fliege wunderschön in der Luft ein. Selbst der Wind verstummte bei dem zarten Schlag.","공중을 나는 파리를 창끝이 아름답게 포착했습니다. 너무나 섬세한 일격에 바람조차 침묵했습니다."
"MSG_C_STAB_G_WIN","One thrust through the goblin's heart ended the fight. Its cowardly cry vanished into the air.","ゴブリンの心臓を一突きで貫き、戦いを終わらせた。卑屈な叫びは空気中に消え、静寂が戻った。","一枪刺穿了哥布林的心脏，结束了这场战斗。卑鄙的嚎叫消散在空中，宁静重归。","Один выпад в сердце гоблина завершил бой. Его трусливый крик растаял в воздухе.","Una estocada al corazón del goblin terminó la pelea. Su grito cobarde se desvaneció en el aire.","Um golpe no coração do goblin encerrou a luta. Seu grito covarde desapareceu no ar.","Ein Stoß durch das Herz des Goblins beendete den Kampf. Sein feiger Schrei verpuffte in der Luft.","고블린의 심장을 단번에 꿰뚫어 전투를 끝냈습니다. 비굴한 비명은 공중으로 사라지고 정적이 돌아왔습니다."
