"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_LAWSUIT_K_WIN","You out-lawyered the kobold. Now you own his dungeon.","コボルドとの法廷闘争に勝利し、ダンジョンの所有権を奪った。","你在法庭上击败了狗头人。现在你拥有了他的地牢。","Вы переиграли кобольда в суде. Теперь вы владеете его подземельем.","Venciste legalmente al kobold. Ahora eres el dueño de su mazmorra.","Venceu legalmente o kobold. Agora é dono da sua masmorra.","Sie haben den Kobold juristisch ausgestochen. Jetzt gehört Ihnen sein Kerker.","당신은 코볼트와의 법정 싸움에서 승리하여 던전 소유권을 빼앗았습니다."
"MSG_C_LAWSUIT_L_WIN","You sued the lizard for public indecency. It fled the jurisdiction.","公然わいせつ罪でリザードを告訴した。奴は国外逃亡した。","你以有伤风化起诉了蜥蜴。它逃离了管辖区。","Вы подали в суд на ящерицу за непристойное поведение. Она скрылась от правосудия.","Demandaste al lagarto por indecencia pública. Huyó de la jurisdicción.","Processou o lagarto por atentado ao pudor. Ele fugiu da jurisdição.","Sie haben die Eidechse wegen Erregung öffentlichen Ärgernisses verklagt. Sie ist aus dem Zuständigkeitsbereich geflohen.","당신은 리자드를 공연음란죄로 고소했습니다. 리자드는 국외로 도주했습니다."
"MSG_C_LAWSUIT_M_WIN","You hired a lawyer to contest the mummy's ancient curse. You won.","弁護士を雇い、マミーの呪いの無効を訴えて勝訴した。","你雇了一名律师对木乃伊的远古诅咒提出异议。你赢了。","Вы наняли адвоката, чтобы оспорить древнее проклятие мумии. Вы выиграли.","Contrataste a un abogado para impugnar la antigua maldición de la momia. Ganaste.","Contratou um advogado para contestar a maldição antiga da múmia. Ganhou.","Sie haben einen Anwalt angeheuert, um den uralten Fluch der Mumie anzufechten. Sie haben gewonnen.","당신은 변호사를 고용해 미라의 고대 저주가 무효임을 주장했고 승소했습니다."
"MSG_C_LAWSUIT_N_LOSS","The naga's lawyer was a literal shark. You lost everything.","ナーガの弁護士は比喩ではなく本物のサメだった。あなたは法廷で敗北した。","娜迦的律师是一条真正的鲨鱼。你输掉了一切。","Адвокат наги был буквально акулой. Вы потеряли все.","El abogado de la naga era literalmente un tiburón. Lo perdiste todo.","O advogado da naga era literalmente um tubarão. Perdeu tudo.","Der Anwalt der Naga war buchstäblich ein Hai. Sie haben alles verloren.","나가의 변호사는 비유가 아니라 진짜 상어였습니다. 당신은 소송에서 패해 모든 것을 잃었습니다."
"MSG_C_LAWSUIT_O_LOSS","The orc doesn't recognize human laws. He answered with his axe.","オークは人間の法律など知ったことではない。奴は斧で答えた。","兽人不承认人类的法律。他用斧头作答。","Орк не признает человеческих законов. Он ответил топором.","El orco no reconoce las leyes humanas. Respondió con su hacha.","O orc não reconhece as leis humanas. Respondeu com o seu machado.","Der Ork erkennt menschliche Gesetze nicht an. Er antwortete mit seiner Axt.","오크는 인간의 법 따위는 알 바 아니라는 듯 도끼로 응답했습니다."
"MSG_C_LAWSUIT_P_WIN","You hit the pixie with a cease and desist order. She stopped glowing.","ピクシーに内容証明郵便を送りつけ、魔法の使用を差し止めた。","你向小精灵发出停止侵权通知。她停止了发光。","Вы предъявили пикси требование о прекращении противоправных действий. Она перестала светиться.","Le enviaste a la pixie una orden de cese y desistimiento. Dejó de brillar.","Enviou à pixie uma ordem de cessar e desistir. Ela parou de brilhar.","Sie haben der Pixie eine Unterlassungserklärung geschickt. Sie hat aufgehört zu leuchten.","당신은 픽시에게 법적 통지문을 보내 마법 사용을 중단시켰습니다. 이제 픽시는 빛나지 않습니다."
"MSG_C_LAWSUIT_Q_WIN","You sued the coeurl for generating electricity without a license.","無許可での発電行為により、クアールを提訴した。","你起诉灵猫无证发电。","Вы подали в суд на куэрла за производство электроэнергии без лицензии.","Demandaste al coeurl por generar electricidad sin licencia.","Processou o coeurl por gerar eletricidade sem licença.","Sie haben den Coeurl verklagt, weil er ohne Lizenz Strom erzeugt hat.","당신은 무허가 발전 행위로 쿠알을 고소했습니다."
"MSG_C_LAWSUIT_R_LOSS","You can't serve a subpoena to a swarm of rats.","ラットの群れに召喚状を直接手渡すことは不可能だった。","你无法向一群老鼠发送传票。","Вы не можете вручить повестку рою крыс.","No puedes entregar una citación a un enjambre de ratas.","Não se pode entregar uma intimação a um enxame de ratos.","Man kann einem Rattenschwarm keine Vorladung zustellen.","당신은 래트 무리에게 소환장을 직접 전달할 수 없었습니다."
"MSG_C_LAWSUIT_S_LOSS","The slime dissolved all your legal documents before the trial.","裁判の前に、スライムはすべての法的書類を溶かしてしまった。","在审判前，史莱姆溶解了你所有的法律文件。","Слизь растворила все ваши юридические документы до начала суда.","El slime disolvió todos tus documentos legales antes del juicio.","O slime dissolveu todos os seus documentos legais antes do julgamento.","Der Schleim hat vor dem Prozess alle Ihre juristischen Dokumente aufgelöst.","재판이 열리기 전, 슬라임이 모든 법적 서류를 녹여버렸습니다."
"MSG_C_LAWSUIT_T_LOSS","The troll demanded a trial by combat. This didn't go well for your lawyer.","トロールが決闘裁判を要求した。あなたの弁護士は木端微塵になった。","巨魔要求进行比武审判。这对你的律师来说并不顺利。","Тролль потребовал судебного поединка. Для вашего адвоката это кончилось плохо.","El trol exigió un juicio por combate. Esto no salió bien para tu abogado.","O troll exigiu um julgamento por combate. Isto não correu bem para o seu advogado.","Der Troll verlangte einen gerichtlichen Zweikampf. Das ging für Ihren Anwalt nicht gut aus.","트롤이 결투 재판을 요구했습니다. 당신의 변호사는 비참한 최후를 맞이했습니다."
"MSG_C_LAWSUIT_U_WIN","You presented a divine legal loophole to the ghost. It passed on.","神聖な法の抜け道を活用し、亡霊を強制的に成仏させた。","你向幽灵展示了一个神圣的法律漏洞。它超度了。","Вы предъявили призраку божественную юридическую лазейку. Он ушел в мир иной.","Presentaste un vacío legal divino al fantasma. Pasó al otro lado.","Apresentou uma lacuna legal divina ao fantasma. Ele partiu.","Sie haben dem Geist ein göttliches juristisches Schlupfloch präsentiert. Er ist verschieden.","당신은 신성한 법의 허점을 이용해 유령을 강제로 성불시켰습니다."
"MSG_C_LAWSUIT_V_LOSS","The vampire has been a lawyer for 300 years. You never stood a chance.","吸血鬼は300年間も弁護士をやっている。最初から勝ち目はなかった。","吸血鬼已经当了300年的律师。你毫无胜算。","Вампир работает адвокатом уже 300 лет. У вас не было ни единого шанса.","El vampiro ha sido abogado durante 300 años. Nunca tuviste oportunidad.","O vampiro é advogado há 300 anos. Nunca teve hipótese.","Der Vampir ist seit 300 Jahren Anwalt. Sie hatten nie eine Chance.","흡혈귀는 300년 동안 변호사로 활동해 왔습니다. 처음부터 이길 승산은 없었습니다."
"MSG_C_LAWSUIT_W_LOSS","The wolf represents itself in court. It howled obscenities. You lost.","狼は本人訴訟で法廷に立ち、遠吠えで威嚇した。法廷はパニックになりあなたは負けた。","狼在法庭上为自己辩护。它嚎叫着脏话。你输了。","Волк сам представлял себя в суде. Он выл непристойности. Вы проиграли.","El lobo se representó a sí mismo en la corte. Aulló obscenidades. Perdiste.","O lobo representou-se a si próprio no tribunal. Uivou obscenidades. Perdeu.","Der Wolf vertritt sich vor Gericht selbst. Er heulte Obszönitäten. Sie haben verloren.","늑대는 본인 소송으로 법정에 섰고, 울음소리로 위협했습니다. 법정은 패닉에 빠졌고 당신은 패배했습니다."
"MSG_C_LAWSUIT_X_LOSS","Xalthis simply deleted the court from existence.","ザルシスは『裁判所』という概念そのものを存在から消し去った。","札尔西斯直接将法庭从存在中抹除了。","Залтис просто удалил суд из реальности.","Xalthis simplemente borró la corte de la existencia.","Xalthis simplesmente apagou o tribunal da existência.","Xalthis hat das Gericht einfach aus der Existenz gelöscht.","자르티스는 '재판소'라는 개념 자체를 존재에서 지워버렸습니다."
"MSG_C_LAWSUIT_Y_LOSS","The trial was moved to the yeti's jurisdiction. The judge froze to death.","裁判はイエティの管轄区に移された。裁判長は凍死した。","审判转移到了雪人的管辖区。法官冻死了。","Суд был перенесен под юрисдикцию йети. Судья замерз насмерть.","El juicio se trasladó a la jurisdicción del yeti. El juez murió congelado.","O julgamento foi transferido para a jurisdição do yeti. O juiz morreu congelado.","Der Prozess wurde in die Zuständigkeit des Yeti verlegt. Der Richter ist erfroren.","재판은 예티의 관할 구역으로 옮겨졌습니다. 재판장은 동사했습니다."
"MSG_C_LAWSUIT_Z_LOSS","You sued the zombie for assault, but it wasn't alive to stand trial.","暴行でゾンビを訴えたが、被告が死亡しているため裁判にならなかった。","你因袭击起诉了丧尸，但它不具备受审能力。","Вы подали в суд на зомби за нападение, но он не был жив, чтобы предстать перед судом.","Demandaste al zombie por asalto, pero no estaba vivo para ser juzgado.","Processou o zombie por agressão, mas ele não estava vivo para ser julgado.","Sie haben den Zombie wegen Körperverletzung verklagt, aber er war nicht am Leben, um vor Gericht zu stehen.","당신은 폭행으로 좀비를 고소했지만, 피고인이 사망한 상태라 재판이 진행되지 않았습니다."
"MSG_C_LASERPOINTER_A_LOSS","The ant colony swarmed the laser pointer from all angles at once. Dozens bit into your hands before you could even aim and the device skittered away into the dark.","アリの群れが四方からレーザーポインターに殺到した。狙いを定める前に何十匹もが手を噛み、機器は暗闇の中へと転がり消えた。","蚂蚁群从四面八方同时袭来。还没来得及瞄准，几十只蚂蚁就咬上了你的手，设备也在黑暗中滚落消失了。","Колония муравьев облепила лазерную указку со всех сторон одновременно. Десятки муравьев впились в ваши руки еще до того, как вы успели прицелиться, и устройство укатилось в темноту.","La colonia de hormigas rodeó el puntero láser desde todos los ángulos a la vez. Decenas mordieron tus manos antes de que pudieras siquiera apuntar y el dispositivo se deslizó hacia la oscuridad.","A colónia de formigas enxameou o ponteiro laser de todos os ângulos ao mesmo tempo. Dezenas morderam as suas mãos antes de conseguir sequer apontar e o dispositivo escorregou para a escuridão.","Die Ameisenkolonie stürzte sich von allen Seiten gleichzeitig auf den Laserpointer. Dutzende bissen in Ihre Hände, noch bevor Sie zielen konnten, und das Gerät schlitterte in die Dunkelheit.","개미 무리가 사방에서 레이저 포인터로 몰려들었습니다. 조준하기도 전에 수십 마리가 손을 물었고, 기기는 어둠 속으로 굴러가 사라졌습니다."
"MSG_C_LASERPOINTER_B_WIN","A bat flies in the dark, and its retinas are completely blinded by a laser beam, which is then completely blinded, causing them to fall headlong to the ground.","暗闇を飛ぶコウモリの網膜にレーザーの光を直接当てて視力を完全に奪い、地面に真っ逆さまに落とした。","一只蝙蝠在黑暗中飞行，它的视网膜被激光束完全弄瞎，然后彻底失明，导致它们一头栽倒在地上。","Летучая мышь летит в темноте, ее сетчатка полностью ослеплена лазерным лучом, что заставляет ее упасть головой вниз на землю.","Un murciélago vuela en la oscuridad y sus retinas quedan completamente cegadas por un rayo láser, lo que provoca que caiga de cabeza al suelo.","Um morcego voa no escuro e as suas retinas são completamente cegadas por um feixe de laser, fazendo-os cair de cabeça no chão.","Eine Fledermaus fliegt in der Dunkelheit, und ihre Netzhaut wird durch einen Laserstrahl vollständig geblendet, was dazu führt, dass sie kopfüber zu Boden fällt.","어둠 속을 나는 박쥐의 망막에 레이저 빛을 직접 비추어 시력을 완전히 빼앗아 땅으로 추락시켰습니다."
"MSG_C_LASERPOINTER_C_WIN","You slashed the cobra's sickle neck in half with the hot rays of a laser pointer, completely silencing its eerie threat.","コブラの鎌首をレーザーポインターの熱線で真っ二つに焼き斬り、不気味な威嚇ごと完全に黙らせた。","你用激光笔的热射线将眼镜蛇的镰刀脖子切成两半，完全消除了它可怕的威胁。","Вы разрезали шею кобры пополам горячими лучами лазерной указки, полностью заставив замолчать ее жуткую угрозу.","Cortaste el cuello de la cobra por la mitad con los rayos calientes de un puntero láser, silenciando completamente su extraña amenaza.","Cortou o pescoço da cobra ao meio com os raios quentes de um ponteiro laser, silenciando completamente a sua ameaça sinistra.","Sie haben den Hals der Kobra mit den heißen Strahlen eines Laserpointers in zwei Hälften geschnitten und damit ihre unheimliche Drohung vollständig zum Schweigen gebracht.","당신은 코브라의 머리를 레이저 포인터의 열선으로 반으로 갈라 기괴한 위협과 함께 완전히 침묵시켰습니다."
"MSG_C_LASERPOINTER_D_WIN","You accurately shot through the dragon's giant eyes with a laser pointer, and while its sight was taken away, you accurately killed it in its vital points.","ドラゴンの巨大な目をレーザーポインターで正確に射抜き、視界を奪われた隙に急所を正確に仕留めた。","你用激光笔精准地射穿了巨龙的巨眼，在视线被夺走的同时，精准地将其杀死在要害处。","Вы точно прострелили гигантские глаза дракона лазерной указкой и, пока он был ослеплен, точно поразили его в жизненно важные точки.","Disparaste con precisión a través de los ojos gigantes del dragón con un puntero láser y, mientras su vista le era arrebatada, lo mataste con precisión en sus puntos vitales.","Disparou com precisão através dos olhos gigantes do dragão com um ponteiro laser e, enquanto a sua visão lhe era retirada, matou-o com precisão nos seus pontos vitais.","Sie haben dem Drachen mit einem Laserpointer präzise durch seine riesigen Augen geschossen und ihn, während ihm die Sicht genommen wurde, präzise an seinen lebenswichtigen Punkten getötet.","드래곤의 거대한 눈을 레이저 포인터로 정확히 꿰뚫어 시야를 빼앗은 틈을 타 급소를 정확히 노려 처치했습니다."
"MSG_C_LASERPOINTER_E_LOSS","The ent absorbed the laser's energy to accelerate its growth, and its countless roots burst through the ground to entangle and crush you.","エントがレーザーの光エネルギーを吸い取って異常成長し、地中から無数の根を伸ばしてあなたをがんじがらめに締め上げた。","树人吸收激光的光能异常生长，从地下伸出无数根部，将你紧紧勒住。","Энт поглотил энергию лазера, чтобы ускорить свой рост, и его бесчисленные корни прорвались сквозь землю, чтобы запутать и раздавить вас.","El ent absorbió la energía del láser para acelerar su crecimiento, y sus innumerables raíces brotaron del suelo para enredarte y aplastarte.","O ent absorveu a energia do laser para acelerar o seu crescimento e as suas inúmeras raízes rebentaram pelo chão para o enredar e esmagar.","Der Ent absorbierte die Energie des Lasers, um sein Wachstum zu beschleunigen, und seine unzähligen Wurzeln brachen durch den Boden, um Sie zu verstricken und zu zerquetschen.","엔트가 레이저의 빛 에너지를 흡수해 이상 성장했고, 지면을 뚫고 나온 무수한 뿌리로 당신을 옥죄었습니다."
"MSG_C_LASERPOINTER_F_WIN","You perfectly read the predicted trajectory of a flying fly and perfectly burned it in the air with a thin beam of light from a laser pointer.","飛び回るハエの予測軌道を完璧に読み切り、レーザーポインターの細い光の線で空中で完璧に焼き払った。","你完美地读取了飞行的苍蝇的预测轨迹，并用激光笔发出的细光束在空气中将其完美地烧毁。","Вы идеально просчитали предсказанную траекторию полета мухи и идеально сожгли ее в воздухе тонким лучом света от лазерной указки.","Leíste perfectamente la trayectoria prevista de una mosca voladora y la quemaste perfectamente en el aire con un delgado haz de luz de un puntero láser.","Leu perfeitamente a trajetória prevista de uma mosca voadora e queimou-a perfeitamente no ar com um fino feixe de luz de um ponteiro laser.","Sie haben die vorhergesagte Flugbahn einer fliegenden Fliege perfekt gelesen und sie mit einem dünnen Lichtstrahl eines Laserpointers perfekt in der Luft verbrannt.","당신은 날아다니는 파리의 예상 궤적을 완벽히 읽어내어 레이저 포인터의 가느다란 빛줄기로 공중에서 완벽히 태워버렸습니다."
"MSG_C_LASERPOINTER_G_LOSS","The goblin noticed the red dot and sent its pack of allies in from all sides while it danced the dot around the room. You were surrounded before you could retarget.","ゴブリンは赤い光点に気づき、自分は部屋中に光点を踊らせながら仲間の群れを四方から差し向けた。狙いを定め直す間もなく包囲されていた。","哥布林注意到了红点，在它将光点晃来晃去的同时，将同伙从四面八方派了过来。还没来得及重新瞄准，你就已经被包围了。","Гоблин заметил красную точку и послал своих союзников со всех сторон, пока сам водил точкой по комнате. Вы были окружены до того, как успели переприцелиться.","El goblin notó el punto rojo y envió a su manada de aliados desde todos los lados mientras hacía bailar el punto por la habitación. Estabas rodeado antes de que pudieras volver a apuntar.","O goblin reparou no ponto vermelho e enviou o seu bando de aliados de todos os lados enquanto fazia o ponto dançar pela sala. Estava cercado antes de conseguir mudar o alvo.","Der Goblin bemerkte den roten Punkt und schickte seine Verbündeten von allen Seiten los, während er den Punkt im Raum tanzen ließ. Sie waren umzingelt, bevor Sie das Ziel neu anvisieren konnten.","고블린은 빨간 점을 알아차렸고, 방 안에서 점을 이리저리 움직이며 동료 무리를 사방에서 보냈습니다. 조준을 다시 하기도 전에 당신은 포위되었습니다."
"MSG_C_LASERPOINTER_H_WIN","Just before the harpy attacks from the sky, a laser hits her in the head, boiling her brain and causing her to fall from the sky.","ハーピーが空から襲い来る直前にレーザーを脳天に直撃させ、脳を沸騰させてそのまま空から墜落させた。","就在哈皮从空中攻击之前，一束激光击中了她的头部，烧灼了她的头部并使其从空中坠落。","Прямо перед тем, как гарпия атаковала с неба, лазер попал ей в голову, вскипятив ее мозг и заставив ее упасть с небес.","Justo antes de que la arpía atacara desde el cielo, un láser la golpeó en la cabeza, hirviendo su cerebro y haciendo que cayera del cielo.","Mesmo antes de a harpia atacar do céu, um laser atingiu-a na cabeça, fervendo o seu cérebro e fazendo-a cair do céu.","Kurz bevor die Harpyie aus der Luft angreift, trifft sie ein Laser am Kopf, bringt ihr Gehirn zum Kochen und lässt sie aus der Luft fallen.","하피가 하늘에서 습격해 오기 직전, 레이저를 머리에 직격시켜 뇌를 비등하게 만들어 그대로 추락시켰습니다."
"MSG_C_LASERPOINTER_I_WIN","You predicted the imp's teleport destination and fired a laser pointer at the distortion in space, turning it into charcoal as soon as it appeared.","インプのテレポート先を予測し、空間の歪みに向けてレーザーポインターを放射して出現と同時に消し炭にした。","你预测了小鬼的传送目的地，并向扭曲的空间发射了激光笔，将其一出现就化为木炭。","Вы предсказали место телепортации беса и направили лазерную указку на искажение в пространстве, превратив его в уголь, как только он появился.","Predijiste el destino de la teletransportación del imp y disparaste un puntero láser a la distorsión en el espacio, convirtiéndolo en carbón tan pronto como apareció.","Previu o destino da teletransportação do imp e disparou um ponteiro laser contra a distorção no espaço, transformando-o em carvão assim que apareceu.","Sie haben das Teleportationsziel des Imps vorhergesagt und mit einem Laserpointer auf die Verzerrung im Raum geschossen, wodurch er zu Kohle wurde, sobald er auftauchte.","당신은 임프의 텔레포트 지점을 예측하여 공간의 왜곡을 향해 레이저 포인터를 발사했고, 임프가 나타나자마자 숯으로 만들어 버렸습니다."
"MSG_C_LASERPOINTER_J_WIN","Jerry's slime body was heated and boiled with a laser beam, causing a steam explosion that blew it to every corner of the room.","ジェリーのスライム体をレーザーの熱線で炙って煮沸し、水蒸気爆発を起こさせて部屋の隅々まで吹き飛ばした。","杰瑞的史莱姆身体被激光束加热煮沸，引发蒸汽爆炸，将其吹到房间的每个角落。","Тело слизняка Джерри было нагрето и вскипячено лазерным лучом, что вызвало паровой взрыв, разбросавший его по всем углам комнаты.","El cuerpo de slime de Jerry fue calentado e hervido con un rayo láser, causando una explosión de vapor que lo lanzó a todos los rincones de la habitación.","O corpo de slime do Jerry foi aquecido e fervido com um feixe de laser, causando uma explosão de vapor que o lançou para todos os cantos da sala.","Jerrys Schleimkörper wurde mit einem Laserstrahl erhitzt und zum Kochen gebracht, was eine Dampfexplosion auslöste, die ihn in alle Ecken des Raumes schleuderte.","제리의 슬라임 몸체를 레이저 열선으로 가열해 끓여서 수증기 폭발을 일으켰고, 방 구석구석으로 날려버렸습니다."
"MSG_C_LASERPOINTER_K_LOSS","The kobolds were merely distracted by the red dot, and while you were playing around, they surrounded you and began their feast.","赤色のレーザーポインターの光にコボルドたちは一瞬気を取られたが、あなたが油断している隙に包囲され、無残な最期を遂げた。","狗头人们被红色的激光笔光芒吸引了注意力，但在你大意的时候被包围，迎来了凄惨的末路。","Кобольды лишь отвлеклись на красную точку, и пока вы забавлялись, они окружили вас и начали свой пир.","Los kobolds simplemente se distrajeron con el punto rojo y, mientras tú jugabas, te rodearon y comenzaron su festín.","Os kobolds foram meramente distraídos pelo ponto vermelho e, enquanto brincava, cercaram-no e começaram o seu banquete.","Die Kobolde wurden lediglich durch den roten Punkt abgelenkt, und während Sie herumspielten, umzingelten sie Sie und begannen ihr Festmahl.","코볼트들은 레이저 포인터의 빨간 빛에 잠시 한눈을 팔았지만, 당신이 방심한 사이 당신을 포위해 비참한 최후를 맞이하게 했습니다."
"MSG_C_LASERPOINTER_L_LOSS","The lizard's scales scattered the laser's beam in every direction before it could concentrate. Reflected light seared your own eyes and the predator struck while you were temporarily blinded.","リザードの鱗がレーザーを集中させる前に四方へ乱反射させた。反射光があなた自身の目を灼き、一時的に盲目になった隙に捕食者が襲いかかった。","蜥蜴的鳞片在激光集中前就将光束四散反射。反射光灼伤了你自己的眼睛，你暂时失明的空档捕食者扑了过来。","Чешуя ящерицы рассеяла лазерный луч во всех направлениях до того, как он смог сфокусироваться. Отраженный свет обжег ваши глаза, и хищник нанес удар, пока вы были временно ослеплены.","Las escamas del lagarto dispersaron el haz del láser en todas las direcciones antes de que pudiera concentrarse. La luz reflejada quemó tus propios ojos y el depredador atacó mientras estabas temporalmente cegado.","As escamas do lagarto dispersaram o feixe de laser em todas as direções antes de este se conseguir concentrar. A luz refletida queimou os seus próprios olhos e o predador atacou enquanto estava temporariamente cego.","Die Schuppen der Eidechse zerstreuten den Laserstrahl in alle Richtungen, bevor er sich konzentrieren konnte. Das reflektierte Licht verbrannte Ihre eigenen Augen und das Raubtier schlug zu, während Sie vorübergehend blind waren.","리자드의 비늘이 레이저가 집중되기 전에 사방으로 난반사시켰습니다. 반사된 빛이 당신의 눈을 자극했고, 일시적으로 눈이 먼 사이 포식자가 습격했습니다."
