"keys","en","ja","zh","ru","es","pt","de","ko"
"MSG_C_DECEIVE_K_LOSS","The kobold pack used their smell to verify your position. Your visual tricks failed against their noses.","コボルドたちは視覚的な欺瞞に対し、嗅覚による「裏取り」を行った。姿を隠しても、風に乗るあなたの恐怖の匂いが奴らに場所を教える。","狗头人们对应视觉上的欺瞒，通过嗅觉进行了“确认”。即使隐藏身影，顺风而来的恐惧气味也会向它们告知你的方位。","Стая кобольдов использовала свое обоняние, чтобы проверить вашу позицию. Ваши визуальные трюки не сработали против их носов.","La manada de kobolds usó su olfato para verificar tu posición. Tus trucos visuales fallaron contra sus narices.","O bando de kobolds usou o olfato para verificar a sua posição. Os seus truques visuais falharam contra os narizes deles.","Das Koboldrudel nutzte seinen Geruchssinn, um deine Position zu überprüfen. Deine visuellen Tricks versagten gegenüber ihren Nasen.","코볼트 무리는 냄새를 맡아 당신의 위치를 확인했다. 당신의 시각적 속임수는 그들의 코에 통하지 않았다."
"MSG_C_DECEIVE_L_LOSS","The lizard's heat-sensing pits detected your true body. Your visual decoys were ignored.","リザードの持つ赤外線感知能力は、あなたの体温を正確に追跡していた。残像を残して逃げようと、怪物の氷のような瞳はあなたを射抜く。","蜥蜴持有的红外线感知能力准确追踪着体温。即便你想留下残像逃跑，怪物冰冷的瞳孔依然死死盯着你。","Термочувствительные ямки ящерицы обнаружили ваше настоящее тело. Ваши визуальные приманки были проигнорированы.","Las fosas de detección de calor del lagarto detectaron tu cuerpo real. Tus señuelos visuales fueron ignorados.","As covas de deteção de calor do lagarto detetaram o seu corpo real. Os seus chamarizes visuais foram ignorados.","Die wärmeempfindlichen Gruben der Echse entdeckten deinen wahren Körper. Deine visuellen Lockmittel wurden ignoriert.","리자드의 열 감지 기관이 당신의 실제 몸을 찾아냈다. 당신의 시각적 미끼는 무시되었다."
"MSG_C_DECEIVE_M_LOSS","The mummy's eternal curse kept its focus locked on you. No trick could break its spiritual link.","マミーに刻まれた呪縛の鎖は、あなたの魂を直接繋ぎとめていた。いかなる欺瞞を弄そうとも、不死の番人は迷わずあなたへと歩み寄る。","刻在木乃伊身上的束缚锁链直接将你的灵魂相连。无论你耍弄何种欺瞒，不死的守卫都会毫不犹豫地向你走来。","Вечное проклятие мумии удерживало ее внимание на вас. Никакая уловка не могла разорвать ее духовную связь.","La maldición eterna de la momia mantuvo su enfoque bloqueado en ti. Ningún truco podía romper su vínculo espiritual.","A maldição eterna da múmia manteve o foco nela bloqueado em você. Nenhum truque conseguiu quebrar a sua ligação espiritual.","Der ewige Fluch der Mumie hielt ihren Fokus auf dich gerichtet. Kein Trick konnte ihre spirituelle Verbindung unterbrechen.","머미의 영원한 저주가 당신에게 고정되어 있었다. 어떤 속임수도 영적인 연결을 끊을 수 없었다."
"MSG_C_DECEIVE_N_WIN","You tricked the naga with a complex illusion. The wise serpent searched the false light.","高度な幻術を編み上げ、ナーガの優れた知性に偽の情報を与えた。美しき賢者は実体のない光の残像を追い、あなたの逃走を許した。","你编织了高超的幻术，向纳迦优秀的智力提供了虚假信息。美丽的贤者追逐着没有实态的光辉残像，放任你逃离了现场。","Вы обманули нагу сложной иллюзией. Мудрый змей обыскивал ложный свет.","Engañaste a la naga con una ilusión compleja. La serpiente sabia buscó en la luz falsa.","Você enganou a naja com uma ilusão complexa. A serpente sábia procurou na luz falsa.","Du hast die Naga mit einer komplexen Illusion getäuscht. Die weise Schlange suchte im falschen Licht.","복잡한 환상으로 나가를 속였다. 현명한 뱀은 가짜 빛을 뒤졌다."
"MSG_C_DECEIVE_O_WIN","You used a classic pit trap decoy to stop the orc. It charged into empty air while you fled.","オークの猪突猛進な性格を利用し、偽の罠を意識させて足を止めさせた。力任せの突撃が空振りに終わる間に、あなたは戦線を離脱した。","你利用兽人横冲直撞的性格，让它意识到虚假的陷阱从而停下了脚步。趁蛮力的突击落空之际，你脱离了战线。","Вы использовали классическую ловушку-приманку, чтобы остановить орка. Он бросился в пустоту, пока вы убегали.","Usaste un señuelo clásico de trampa de foso para detener al orco. Cargó hacia el aire vacío mientras huías.","Você usou um chamariz clássico de armadilha de poço para parar o orc. Ele avançou em direção ao ar vazio enquanto você fugia.","Du hast ein klassisches Grubenfallen-Lockmittel benutzt, um den Ork zu stoppen. Er stürmte ins Leere, während du flohst.","오크를 멈추기 위해 고전적인 함정 미끼를 사용했다. 오크가 허공을 향해 돌진하는 사이 당신은 도망쳤다."
"MSG_C_DECEIVE_P_LOSS","The pixie laughed as she saw through your trick instantly. You can't outfox a trickster.","ピクシーはあなたの欺瞞を瞬時に見破り、愉快そうに羽を動かした。いたずらの天才を相手に、小細工が通用するはずもなかった。","小仙女瞬时看穿了你的欺瞒，愉快地扇动着羽翼。对手可是恶作剧的天才，这种小把戏根本行不通。","Пикси рассмеялась, мгновенно раскусив вашу уловку. Вам не перехитрить обманщика.","La pixie se rio al ver a través de tu truco al instante. No puedes engañar a un bromista.","A fada riu-se ao perceber o seu truque instantaneamente. Não se pode enganar um mestre das partidas.","Die Pixie lachte, als sie deinen Trick sofort durchschaute. Du kannst einen Trickser nicht austricksen.","픽시는 당신의 속임수를 즉시 간파하고 웃었다. 장난꾸러기를 속일 수는 없었다."
"MSG_C_DECEIVE_Q_WIN","You used an electrical grounding trick to foil the coeurl. It struck the fake target with thunder.","微かな電流を別の場所に誘導し、クアールの超感覚を撹乱した。怪物は囮の岩に向かって強烈な電撃を放ち、その間にあなたは消えた。","你将微弱的电流诱导至别处，扰乱了夸尔的超感官。怪物朝着作为诱饵的岩石放出了强烈的电击，在那期间你已消失踪影。","Вы использовали трюк с электрическим заземлением, чтобы сорвать планы куарля. Он ударил молнией в ложную цель.","Usaste un truco de conexión a tierra eléctrica para frustrar al coeurl. Golpeó al objetivo falso con un trueno.","Você usou um truque de ligação à terra elétrica para frustrar o coeurl. Ele atingiu o alvo falso com um trovão.","Du hast einen elektrischen Erdungstrick benutzt, um den Coeurl zu vereiteln. Er traf das falsche Ziel mit Donner.","쿠알을 방해하기 위해 전기 접지 속임수를 사용했다. 쿠알은 가짜 목표물에 번개를 내리쳤다."
"MSG_C_DECEIVE_R_WIN","You threw high-protein food to split the rat swarm. They fought each other while you left.","高タンパクな携行食を群れの中心へ投げ込み、彼らの食欲を分断した。ネズミたちが互いに争い始めた隙に、あなたは安全な場所へ。","你将高蛋白携带粮投向鼠群中心，分化了它们的食欲。趁老鼠们开始内斗之际，你已身处安全地带。","Вы бросили высокобелковую пищу, чтобы разделить крысиную стаю. Они дрались друг с другом, пока вы уходили.","Lanzaste comida rica en proteínas para dividir a la horda de ratas. Se pelearon entre ellas mientras te ibas.","Você atirou comida rica em proteínas para dividir a horda de ratazanas. Elas lutaram entre si enquanto você partia.","Du hast proteinreiche Nahrung geworfen, um das Rattenrudel zu spalten. Sie bekämpften sich gegenseitig, während du gingst.","쥐 떼를 흩어놓기 위해 고단백 먹이를 던졌다. 쥐들이 서로 싸우는 동안 당신은 떠났다."
"MSG_C_DECEIVE_S_LOSS","The slime sensed your movement through ground vibrations. Your visual decoys were meaningless.","あなたの足音から伝わる僅かな振動が、スライムにあなたの位置を伝えていた。視覚的な囮をいくら並べようと、怪物は迷わず迫る。","你脚步传达的微弱震动，向史莱姆告知了你的位置。无论你摆出多少视觉诱饵，怪物都会毫不犹豫地逼近。","Слайм почувствовал ваше движение по вибрации земли. Ваши визуальные приманки были бессмысленны.","El slime sintió tu movimiento a través de las vibraciones del suelo. Tus señuelos visuales no tenían sentido.","O slime sentiu o seu movimento através das vibrações do solo. Os seus chamarizes visuais não faziam sentido.","Der Schleim spürte deine Bewegung durch Bodenvibrationen. Deine visuellen Lockmittel waren bedeutungslos.","슬라임은 지면의 진동을 통해 당신의 움직임을 감지했다. 당신의 시각적 미끼는 아무런 의미가 없었다."
"MSG_C_DECEIVE_T_LOSS","The troll's primal fury wouldn't be distracted by tricks. It focused solely on crushing you.","トロールの狂暴な破壊衝動は、付け焼刃の欺瞞で逸らせるものではなかった。怪物は囮など歯牙にもかけず、あなたの心臓を狙う。","巨魔狂暴的破坏冲动绝非临阵磨枪的欺瞒所能转移。怪物根本不理会什么诱饵，一门心思瞄准了你的心脏。","Первобытная ярость тролля не отвлекалась на уловки. Он сосредоточился исключительно на том, чтобы раздавить вас.","La furia primigenia del trol no se distrajo con trucos. Se centró únicamente en aplastarte.","A fúria primitiva do trol não se distraiu com truques. Ele focou-se apenas em esmagá-lo.","Die urtümliche Wut des Trolls ließ sich nicht durch Tricks ablenken. Er konzentrierte sich ausschließlich darauf, dich zu zermalmen.","트롤의 원초적인 분노는 속임수에 휘둘리지 않았다. 트롤은 오직 당신을 짓뭉개는 데만 집중했다."
"MSG_C_DECEIVE_U_LOSS","The spirits saw the warmth of your soul through illusions. Your bag of tricks was empty here.","実体のない死者たちに、視覚的な欺瞞など通用するはずもなかった。彼らはあなたの魂が放つ命の灯を見つめ、静かに距離を詰める。","在没有实态的死者面前，视觉欺瞒根本行不通。它们盯着你的灵魂散发的生命之灯，静静地缩短着距离。","Духи видели тепло вашей души сквозь иллюзии. Ваш мешок с уловками был пуст здесь.","Los espíritus vieron el calor de tu alma a través de las ilusiones. Tu bolsa de trucos estaba vacía aquí.","Os espíritos viram o calor da sua alma através das ilusões. O seu saco de truques estava vazio aqui.","Die Geister sahen die Wärme deiner Seele durch die Illusionen hindurch. Dein Sack voller Tricks war hier leer.","영혼들은 환상을 뚫고 당신의 영혼의 온기를 보았다. 당신의 속임수는 여기서 통하지 않았다."
"MSG_C_DECEIVE_V_LOSS","The vampire's ancient wisdom saw through your ruse. He mocked your desperate effort.","ヴァンパイアの悠久の知恵は、あなたの企みを最初から見通していた。夜の王は冷たい笑みを浮かべ、あなたの背後で優雅に指を鳴らした。","吸血鬼悠久的智慧从一开始就看穿了你的企图。夜之王浮现出冰冷的笑容，在你身后优雅地打了下响指。","Древняя мудрость вампира видела вашу хитрость насквозь. Он высмеял ваши отчаянные усилия.","La antigua sabiduría del vampiro vio a través de tu artimaña. Se burló de tu esfuerzo desesperado.","A sabedoria antiga do vampiro percebeu o seu estratagema. Ele ridicularizou o seu esforço desesperado.","Die uralte Weisheit des Vampirs durchschaute deine List. Er verspottete deine verzweifelten Bemühungen.","뱀파이어의 오래된 지혜는 당신의 계략을 꿰뚫어 보았다. 그는 당신의 필사적인 노력을 비웃었다."
"MSG_C_DECEIVE_W_LOSS","The pack followed your scent ignoring your decoys. The wolves' teamwork trapped you.","ウルフの群れはあなたの残した囮を鼻先で笑い飛ばし、匂いだけを頼りに追跡した。統制された連携の前に、欺瞞の余地はなかった。","狼群用鼻尖嗅了嗅并嘲笑了你留下的诱饵，仅凭气味进行追踪。在统合的协作面前，根本没有欺瞒的余地。","Стая шла по вашему запаху, игнорируя приманки. Командная работа волков загнала вас в ловушку.","La manada siguió tu olor ignorando tus señuelos. El trabajo en equipo de los lobos te atrapó.","O bando seguiu o seu odor ignorando os seus chamarizes. O trabalho de equipa dos lobos encurralou-o.","Das Rudel folgte deinem Geruch und ignorierte deine Lockmittel. Die Teamarbeit der Wölfe fing dich ein.","늑대 무리는 미끼를 무시하고 당신의 냄새를 쫓았다. 늑대들의 협동 공격에 당신은 갇히고 말았다."
"MSG_C_DECEIVE_X_LOSS","Xalthis enjoyed your desperate yelling. It only made your final end more satisfying for it.","ザルティスの無数の複眼は、あらゆる角度からあなたの欺瞞を暴き出した。魔物が望んでいるのは合意ではなく、あなたの精神が崩壊する瞬間だった。","扎尔提斯无数的复眼从方方面面揭穿了你的欺瞒。魔物奢望的并非合意，而是你精神崩溃的瞬间。","Зальтис наслаждался вашими отчаянными криками. Это только сделало ваш финал более приятным для него.","Xalthis disfrutó de tus gritos desesperados. Solo hizo que tu final fuera más satisfactorio para él.","Xalthis gostou dos seus gritos desesperados. Isso apenas tornou o seu fim mais satisfatório para ele.","Xalthis genoss dein verzweifeltes Schreien. Es machte dein Ende für ihn nur noch befriedigender.","잘티스는 당신의 필사적인 외침을 즐겼다. 그것은 잘티스에게 당신의 최후를 더욱 만족스럽게 만들 뿐이었다."
"MSG_C_DECEIVE_Y_LOSS","The yeti's blizzard destroyed any scent or visual trail. Your trick vanished in the whiteout.","吹き荒れる雪嵐はあなたの残した囮を瞬時に埋め、無力化させた。ホワイトアウトの中では、欺瞞も真実もただ白く塗り潰される。","肆虐的雪暴瞬间埋没了你留下的诱饵并令其无效化。在白茫茫的视野中，无论是欺瞒还是真实都会被一并刷白。","Метель йети уничтожила любой запах или визуальный след. Ваша уловка исчезла в белой мгле.","La ventisca del yeti destruyó cualquier olor o rastro visual. Tu truco se desvaneció en el blanqueo.","A nevasca do yeti destruiu qualquer odor ou rasto visual. O seu truque desapareceu na brancura total.","Der Schneesturm des Yeti zerstörte jegliche Geruchs- oder Sichtspur. Dein Trick verschwand im Whiteout.","예티의 눈보라는 모든 냄새와 시각적 흔적을 없애버렸다. 당신의 속임수는 화이트아웃 속으로 사라졌다."
"MSG_C_DECEIVE_Z_LOSS","Rotting minds cannot be tricked by complex logic. The zombie only sees your flesh.","理性の欠片もない壊れた脳に、高度な欺瞞は通用しなかった。ゾンビはただ目の前にある「生きた肉」のみを求め、手を伸ばしてくる。","在毫无理性的崩坏脑中，高超的欺瞒行不通。僵尸仅追求眼前的“活生生的肉”，并伸出了手。","Гниющие умы нельзя обмануть сложной логикой. Зомби видит только вашу плоть.","Las mentes podridas no pueden ser engañadas por una lógica compleja. El zombi solo ve tu carne.","Mentes podres não podem ser enganadas por lógica complexa. O zombie apenas vê a sua carne.","Verrottende Gehirne lassen sich nicht durch komplexe Logik täuschen. Der Zombie sieht nur dein Fleisch.","썩어가는 머리는 복잡한 논리에 속지 않는다. 좀비는 오직 당신의 살점만을 노린다."
"MSG_C_DANCE_A_WIN","You performed a complex ant dance mimicking their signals. The colony followed your lead and left.","アリの行列の複雑な動きを完璧にトレースし、偽の帰還信号を踊りで示した。群れはあなたの指示に従って向きを変え、整然と地底へと戻っていった。","你完美追踪并模拟了蚁群行进中的复杂动作，以舞姿展示了虚假的归还信号。蚁群遵从你的指示掉转方向，井然有序地回到了地底。","Вы исполнили сложный танец муравьев, имитируя их сигналы. Колония последовала за вами и ушла.","Realizaste un baile de hormigas complejo imitando sus señales. La colonia siguió tu liderazgo y se marchó.","Você realizou uma dança de formigas complexa imitando os seus sinais. A colónia seguiu a sua liderança e partiu.","Du hast einen komplexen Ameisentanz aufgeführt, der ihre Signale nachahmte. Die Kolonie folgte deiner Führung und ging.","개미들의 신호를 흉내 낸 복잡한 춤을 추었다. 군체는 당신의 인도를 따라 떠나갔다."
"MSG_C_DANCE_B_WIN","You mirrored the bat's chaotic movements with graceful steps. Enchanted by the rhythm it flew off.","コウモリの不規則な旋回に、流れるような円舞曲で応えた。魔物はあなたの美しい躍動に目を奪われ、戦いを忘れて夜の闇へと消えた。","面对蝙蝠不规则的盘旋，你以如流水的圆舞曲作答。魔物被你美丽的跃动夺去目光，忘却了战斗并消失在夜色中。","Вы отразили хаотичные движения летучей мыши грациозными шагами. Очарованная ритмом, она улетела.","Reflejaste los movimientos caóticos del murciélago con pasos elegantes. Encantado por el ritmo, se fue volando.","Você refletiu os movimentos caóticos do morcego com passos graciosos. Encantado pelo ritmo, ele voou embora.","Du hast die chaotischen Bewegungen der Fledermaus mit anmutigen Schritten gespiegelt. Vom Rhythmus verzaubert, flog sie davon.","박쥐의 혼란스러운 움직임을 우아한 발걸음으로 따라 했다. 리듬에 매료된 박쥐는 날아갔다."
"MSG_C_DANCE_C_WIN","You performed a hypnotic swaying dance for the cobra. Mesmerized it followed your rhythm and left.","毒蛇の視線を釘付けにする、幻惑的な揺らぎの舞を披露した。完全なトランス状態に陥った捕食者は、あなたの誘導に従って森へと引いた。","你展示了令毒蛇目不转睛的、幻惑性的摇摆之舞。陷入完全出神状态的掠食者，遵从你的诱导退回了森林。","Вы исполнили гипнотический покачивающийся танец для кобры. Загипнотизированная, она последовала за вашим ритмом и ушла.","Realizaste un baile cadencioso hipnótico para la cobra. Fascinada, siguió tu ritmo y se marchó.","Você realizou uma dança de balanço hipnótica para a naja. Mesmerizada, ela seguiu o seu ritmo e partiu.","Du hast einen hypnotischen wiegenden Tanz für die Kobra aufgeführt. Fasziniert folgte sie deinem Rhythmus und ging.","코브라를 위해 최면을 거는 듯한 춤을 추었다. 매료된 코브라는 당신의 리듬을 따라 떠났다."
"MSG_C_DANCE_D_WIN","You matched the dragon's regal presence with a ritual dance. The legend acknowledged your art and left.","巨竜の荘厳なる威厳を称える、いにしえの神域の奉納舞を捧げた。伝説の怪物はあなたの魂の舞踏に感銘を受け、静かに道を開けた。","你献上了歌颂巨龙庄严威严的、古代神域的奉纳舞。传说的怪物由于你灵魂的舞动而深受感铭，静静地让开了道路。","Вы ответили на царственное присутствие дракона ритуальным танцем. Легенда признала ваше искусство и ушла.","Igualaste la presencia real del dragón con un baile ritual. La leyenda reconoció tu arte y se marchó.","Você correspondeu à presença real do dragão com uma dança ritual. A lenda reconheceu a sua arte e partiu.","Du bist der königlichen Präsenz des Drachen mit einem rituellen Tanz begegnet. Die Legende erkannte deine Kunst an und ging.","의식 무용으로 드래곤의 제왕 같은 존재감에 맞섰다. 전설은 당신의 예술을 인정하고 떠났다."
"MSG_C_DANCE_E_WIN","You danced like the rustling leaves for the tree spirit. Joyous it rocked its branches and slept.","風に舞う木の葉の如く、森の息吹を感じさせる即興舞を踊った。木の精霊はあなたの生命力に慶びを感じ、穏やかな眠りに就いた。","你如风中起舞的落叶般，跳起了令人感受森林气息的即興之舞。树精对你的生命力感到庆贺，陷入了平和的眠梦。","Вы танцевали, как шелестящие листья, для древесного духа. Радостно он качнул ветвями и уснул.","Bailaste como el susurro de las hojas para el espíritu del árbol. Jubiloso, mecía sus ramas y se durmió.","Você dançou como o sussurro das folhas para o espírito da árvore. Alegre, ele balançou os seus ramos e adormeceu.","Du hast wie das Rascheln der Blätter für den Baumgeist getanzt. Freudig wiegte er seine Äste und schlief ein.","나무 정령을 위해 바스락거리는 나뭇잎처럼 춤을 추었다. 기뻐하며 나뭇가지를 흔들던 정령은 잠들었다."
"MSG_C_DANCE_F_WIN","You performed a lightning-fast twitch dance for the fly. It tried to mirror you and flew off in a blur.","ハエの電光石火の動きを上回る、超高速の微細な舞を披露した。小さな命はあなたの超人的な身体能力に驚愕し、戦意を失って飛び去った。","你展示了超越苍蝇电光石火速度的、超高速微细之舞。微小的生命对你超人的身体能力感到惊愕，丧失战意并飞走了。","Вы исполнили молниеносный танец для мухи. Она попыталась отразить ваши движения и улетела в размытом пятне.","Realizaste un baile de espasmos veloz como el rayo para la mosca. Intentó imitarte y se fue volando en un borrón.","Você realizou uma dança de contrações rápida como um relâmpago para a mosca. Ela tentou imitá-lo e voou embora num borrão.","Du hast einen blitzschnellen Zuckungstanz für die Fliege aufgeführt. Sie versuchte dich zu spiegeln und flog verschwommen davon.","파리를 위해 번개처럼 빠른 춤을 추었다. 파리는 당신을 따라 하려다 흐릿하게 사라졌다."
